,one,two,three,four
121,122,14,5,996451200
122,123,14,5,960940800
123,124,14,5,1394236800
124,125,14,4,1179014400
125,126,14,5,1366934400
126,127,14,5,1151020800
127,128,14,5,1231027200
128,129,14,5,1383868800
129,130,14,5,1363910400
130,131,14,4,1393977600
131,132,14,5,1358294400
132,133,14,5,1387756800
133,134,14,1,1389744000
134,135,14,5,1396396800
135,136,14,1,1392595200
136,137,14,5,1398384000
137,138,14,5,1217203200
138,139,14,5,1400198400
139,140,14,5,1394150400
140,141,14,5,1395187200
141,142,14,5,1236902400
142,143,14,5,1397001600
143,144,14,5,1387929600
144,145,14,5,1378339200
145,146,14,5,1016582400
146,147,14,5,1373846400
147,148,14,5,1340755200
148,149,14,5,1194825600
149,150,14,5,1354924800
150,151,14,5,1168300800
151,152,14,5,1152921600
152,153,14,5,1401062400
153,154,14,5,1394064000
154,155,14,4,1402444800
155,156,14,5,1380672000
156,157,14,5,1227398400
157,158,14,5,1326672000
158,159,14,4,1390780800
159,160,14,5,984960000
160,161,14,5,1403049600
161,162,14,5,970012800
162,163,14,5,1371772800
163,164,14,5,1180656000
164,165,14,5,1172102400
165,166,14,5,945475200
166,167,14,1,1363564800
167,168,14,5,1395100800
168,169,14,4,1320019200
169,170,14,5,1361923200
170,171,14,1,1368144000
171,172,14,5,1368316800
172,173,14,5,1394064000
173,174,14,5,1202860800
174,175,14,5,1182902400
175,176,14,4,1291507200
176,177,14,5,1369958400
177,178,14,4,1398211200
178,179,14,5,1375228800
179,180,14,5,1397520000
180,181,14,5,1357344000
181,182,14,5,1376265600
182,183,14,5,1094256000
183,184,14,5,1212796800
184,185,14,5,1320710400
185,186,14,5,1357344000
186,187,14,1,1356912000
187,188,14,4,1300838400
188,189,14,5,1373155200
189,190,14,5,1398470400
190,191,14,5,1401235200
191,192,14,4,1397606400
192,193,14,5,1177891200
193,194,14,5,1376784000
194,195,14,5,1386806400
195,196,14,1,1385942400
196,197,14,5,1075334400
197,198,14,5,1127692800
198,199,14,5,1360281600
199,200,14,4,1355097600
200,201,14,5,1377129600
201,202,14,5,1402358400
202,203,14,5,1191110400
203,204,14,5,1377043200
204,205,14,1,1374451200
205,206,14,5,1378339200
206,207,14,5,1375315200
207,208,14,5,1364601600
208,209,14,4,1323043200
209,210,14,5,1397520000
210,211,14,4,1287100800
211,212,14,5,1142553600
212,213,14,5,1366416000
213,214,14,5,1399420800
214,215,14,5,1388620800
215,216,14,5,1179100800
216,217,14,1,1358899200
217,218,14,5,1376179200
218,219,14,5,983664000
219,220,14,4,1244764800
220,221,14,5,1118880000
221,222,14,5,1344038400
222,223,14,5,1252281600
223,224,14,5,1395792000
224,225,14,5,1382400000
225,226,14,5,1348012800
226,227,14,5,1383696000
227,228,14,1,1378080000
228,229,14,5,1174348800
229,230,14,5,1404345600
230,231,14,2,1218499200
231,232,14,5,986169600
232,233,14,5,1198713600
233,234,14,4,1031788800
234,235,14,5,1380672000
235,236,14,5,1362873600
236,237,14,5,1387929600
237,238,14,5,1181260800
238,239,14,5,1391472000
239,240,14,5,1156032000
240,241,14,5,1402531200
241,242,14,5,1364947200
242,243,14,5,1376438400
243,244,14,5,1377820800
244,245,14,4,1202860800
245,246,14,5,1259625600
246,247,14,5,1399075200
247,248,14,5,1362268800
248,249,14,5,1260144000
249,250,14,5,1200614400
250,251,14,5,1140912000
251,252,14,5,1387929600
252,253,14,5,1108512000
253,254,14,5,1365206400
254,255,14,5,1239494400
255,256,14,5,1396310400
256,257,14,5,1298073600
257,258,14,5,1358380800
258,259,14,5,1382400000
259,260,14,5,1394236800
260,261,14,5,1344902400
261,262,14,5,1371081600
262,263,14,5,1109116800
263,264,14,1,1397347200
264,265,14,5,1207180800
265,266,14,5,983232000
266,267,14,1,1388793600
267,268,14,5,1376179200
268,269,14,4,1037923200
269,270,14,5,943920000
270,271,14,5,1174262400
271,272,14,3,1185580800
272,273,14,5,1213228800
273,274,14,5,1400198400
274,275,14,5,1345507200
275,276,14,5,1356134400
276,277,14,4,1393977600
277,278,14,5,1374969600
278,279,14,5,1376265600
279,280,14,5,1390435200
280,281,14,4,1390176000
281,282,14,4,1368921600
282,283,14,5,1274054400
283,284,14,5,1284076800
284,285,14,1,1376438400
285,286,14,5,1338940800
286,287,14,5,1205020800
287,288,14,5,1230076800
288,289,14,1,1241827200
289,290,14,5,1392422400
290,291,14,3,1207872000
291,292,14,4,1374019200
292,293,14,5,1391990400
293,294,14,5,1370131200
294,295,14,1,1392508800
295,296,14,4,1395878400
296,297,14,5,1395705600
297,298,14,5,996969600
298,299,14,5,1177804800
299,300,14,5,1239148800
300,301,14,5,1399766400
301,302,15,5,1209513600
302,303,16,2,1356739200
303,304,17,4,1403913600
304,305,18,3,1399420800
305,306,19,1,1388361600
306,307,19,1,1379635200
307,308,19,5,1367798400
308,309,19,3,1374019200
309,310,19,3,1376265600
310,311,19,3,1374710400
311,312,20,5,1370131200
312,313,20,2,1375747200
313,312,21,5,1370131200
314,314,22,5,1382659200
315,312,23,5,1370131200
316,315,24,4,1390262400
317,316,25,2,1369094400
318,317,25,3,1379721600
319,312,25,5,1370131200
320,318,25,4,1375747200
321,312,26,5,1370131200
322,319,26,2,1372636800
323,320,27,3,1395964800
324,321,27,3,1403654400
325,322,27,4,1374451200
326,323,27,3,1401753600
327,324,27,5,1401753600
328,325,27,5,1369094400
329,312,27,5,1370131200
330,326,27,1,1399766400
331,327,27,1,1403740800
332,328,27,3,1400371200
333,329,27,2,1379980800
334,330,28,2,1371081600
335,331,29,4,1378944000
336,312,29,5,1370131200
337,332,29,1,1371945600
338,333,30,3,1378425600
339,334,31,4,1378166400
340,335,31,1,1379030400
341,336,31,3,1367539200
342,337,31,1,1379548800
343,338,31,4,1370908800
344,339,32,2,1400371200
345,340,33,3,1376524800
346,341,34,5,1371600000
347,342,34,5,1368057600
348,343,34,4,1367193600
349,344,34,5,1391385600
350,312,34,5,1370736000
351,345,34,1,1404086400
352,346,34,4,1372204800
353,347,34,5,1373846400
354,348,34,5,1380067200
355,349,35,3,1396828800
356,350,35,5,1383868800
357,351,36,5,1400025600
358,312,37,5,1370476800
359,352,38,4,1384819200
360,353,39,1,1370390400
361,354,40,5,1367798400
362,355,40,5,1367798400
363,356,40,5,1251849600
364,357,40,5,1379462400
365,358,40,4,1125705600
366,359,40,5,1093305600
367,360,40,5,1354579200
368,361,40,4,1394150400
369,362,40,5,1262822400
370,363,40,5,953424000
371,364,40,5,1310601600
372,365,40,5,1399680000
373,366,40,5,1394668800
374,367,41,5,1098144000
375,368,41,2,1336521600
376,369,42,5,1123545600
377,370,42,5,1312675200
378,371,42,5,1106524800
379,372,43,3,1008892800
380,373,43,2,961545600
381,374,43,5,1357948800
382,375,43,4,1385856000
383,376,43,5,1125532800
384,377,44,5,1056931200
385,378,44,1,992649600
386,379,44,4,1013040000
387,380,44,1,969926400
388,381,44,1,1080604800
389,382,44,1,993772800
390,383,44,5,1075766400
391,384,45,5,894153600
392,385,45,4,1194825600
393,386,45,4,1349136000
394,387,46,4,1269993600
395,388,47,5,939600000
396,389,47,4,1285545600
397,390,47,4,1398384000
398,391,47,5,1396656000
399,392,47,5,1366761600
400,393,48,5,967507200
401,394,48,5,973382400
402,395,48,3,1005523200
403,396,48,4,1048809600
404,397,48,4,1009497600
405,398,48,1,1035590400
406,399,48,5,993081600
407,400,49,5,967334400
408,401,49,5,1264723200
409,402,50,5,1177545600
410,403,51,5,989712000
411,404,51,4,1288828800
412,405,52,4,1207180800
413,406,52,5,1277942400
414,407,52,5,1384387200
415,408,52,3,1388620800
416,409,52,4,1170979200
417,410,52,3,1203206400
418,411,52,4,1341705600
419,412,52,2,1113523200
420,413,52,5,946339200
421,414,52,5,1112400000
422,415,52,1,1126483200
423,416,52,5,1105401600
424,417,52,4,1035072000
425,418,52,1,1202774400
426,419,52,5,1396483200
427,420,52,5,1168300800
428,421,52,4,992304000
429,422,52,5,1008115200
430,423,52,5,1293321600
431,424,52,4,1270684800
432,425,52,1,1351036800
433,426,52,4,1337990400
434,427,52,5,1174003200
435,428,52,5,1209859200
436,429,52,4,1230768000
437,430,52,5,1368921600
438,431,52,4,1376179200
439,432,52,5,1007078400
440,433,52,5,1327276800
441,434,52,5,1324944000
442,435,53,5,1362873600
443,436,53,3,1265760000
444,437,53,2,1346803200
445,438,53,5,1359504000
446,439,53,5,1354060800
447,440,54,4,1106611200
448,441,54,5,1381190400
449,442,54,4,1106870400
450,443,54,5,1403222400
451,444,55,4,1175817600
452,445,55,5,1228089600
453,446,55,4,1384819200
454,447,55,5,1131580800
455,448,55,4,1019347200
456,449,55,5,1220572800
457,450,55,3,1016236800
458,451,55,5,1004227200
459,452,55,2,1051401600
460,453,55,5,1184112000
461,454,56,5,1377475200
462,455,56,5,1369785600
463,456,56,5,1339286400
464,457,56,4,1379203200
465,458,56,5,1386374400
466,459,57,5,1366848000
467,460,57,5,1371081600
468,461,57,5,1402185600
469,462,58,5,1011657600
470,463,58,5,1230076800
471,464,58,5,1012003200
472,465,58,2,1257292800
473,466,58,5,1269648000
474,467,58,5,966211200
475,468,59,4,1404432000
476,469,59,5,1217203200
477,470,60,5,1193443200
478,471,60,2,1178668800
479,472,60,5,1179100800
480,473,60,5,1173139200
481,474,60,5,1078704000
482,475,60,5,1188777600
483,476,60,5,1078358400
484,477,60,5,1125964800
485,478,60,5,1187568000
486,479,60,5,1118188800
487,480,60,5,1125273600
488,481,60,3,1186876800
489,482,60,5,1024963200
490,483,60,4,1182556800
491,484,61,5,1320364800
492,485,61,4,989971200
493,486,61,4,1317945600
494,487,61,5,1293148800
495,488,61,5,1390262400
496,489,62,5,1125187200
497,490,62,4,975715200
498,491,62,5,1197936000
499,492,62,5,1046995200
500,493,62,5,1183766400
501,493,63,4,1183766400
502,494,64,5,1355443200
503,495,64,5,1127952000
504,496,64,5,1235952000
505,497,64,5,1249862400
506,498,64,5,1130889600
507,499,64,4,1371427200
508,500,64,5,1186531200
509,501,64,5,1206662400
510,502,65,5,1269043200
511,503,66,5,959731200
512,504,66,5,1003968000
513,505,66,5,1091750400
514,506,67,5,1115251200
515,507,67,5,970012800
516,508,68,5,1405296000
517,509,68,5,1405987200
518,510,68,5,1405555200
519,511,68,5,1262476800
520,512,68,5,1368403200
521,513,68,5,1399766400
522,514,68,5,1404864000
523,515,68,5,1327622400
524,516,68,5,1390262400
525,517,68,5,1327708800
526,518,68,3,1378512000
527,519,68,5,1365033600
528,520,68,5,1364083200
529,521,68,3,1402963200
530,522,68,5,1293840000
531,523,68,5,1236643200
532,524,68,5,1310601600
533,525,68,5,1358121600
534,526,68,5,1373846400
535,527,68,5,1397606400
536,528,68,5,1390348800
537,529,68,5,1377129600
538,530,68,5,1389571200
539,531,68,5,1395878400
540,532,68,5,1360713600
541,533,68,5,1383868800
542,534,68,5,1367020800
543,535,68,5,1372118400
544,536,68,5,1398988800
545,537,68,5,1362268800
546,538,68,5,1293840000
547,539,68,5,1397779200
548,540,68,4,1382572800
549,541,68,5,1353888000
550,542,68,5,1387843200
551,543,68,5,1383350400
552,544,68,5,1394236800
553,545,68,5,1338595200
554,546,68,5,1274313600
555,547,68,5,1313366400
556,548,68,5,1362441600
557,549,68,5,1357862400
558,550,68,3,1388707200
559,551,68,5,1363651200
560,552,68,4,1360627200
561,553,68,4,1342051200
562,554,68,5,1321488000
563,555,68,5,1367280000
564,556,68,4,1364774400
565,557,68,1,1392768000
566,558,68,5,1393459200
567,559,68,5,1360454400
568,560,68,5,1384300800
569,561,68,5,1374796800
570,562,68,2,1393632000
571,563,68,5,1345420800
572,564,68,5,1375401600
573,565,68,5,1364947200
574,566,68,5,1375056000
575,567,68,5,1394236800
576,568,68,5,1388188800
577,569,68,5,1367884800
578,570,68,5,1398729600
579,571,68,5,1396224000
580,572,68,5,1358726400
581,465,68,5,1257292800
582,573,68,5,1313193600
583,574,68,5,1387497600
584,575,68,5,1367280000
585,576,68,5,1388707200
586,577,68,3,1321833600
587,578,68,1,1330819200
588,579,68,2,1352851200
589,580,68,5,1386374400
590,581,68,3,1388793600
591,582,68,5,1371427200
592,583,68,5,1268956800
593,584,68,5,1366243200
594,585,68,5,1365206400
595,586,68,5,1377993600
596,587,68,5,1317945600
597,588,68,5,1267401600
598,589,68,5,1377993600
599,590,68,5,1300060800
600,591,68,5,1368403200
601,592,68,5,1389830400
602,593,68,5,1370131200
603,594,68,5,1368489600
604,595,68,5,1323475200
605,596,68,5,1301356800
606,597,68,5,1356048000
607,598,68,5,1271462400
608,599,68,5,1399852800
609,600,68,3,1380240000
610,601,68,5,1355097600
611,602,68,5,1385078400
612,603,68,5,1386806400
613,604,68,5,1363737600
614,605,68,4,1347753600
615,606,68,5,1346371200
616,607,68,5,1376611200
617,608,68,5,1315872000
618,609,68,5,1352505600
619,610,68,5,1325894400
620,611,68,5,1317686400
621,612,68,5,1404086400
622,613,68,5,1389916800
623,614,68,5,1325289600
624,615,68,5,1361404800
625,616,68,5,1398988800
626,617,68,3,1330646400
627,618,68,5,1365465600
628,619,68,5,1323043200
629,620,68,5,1370736000
630,621,68,5,1267142400
631,622,68,5,1319155200
632,623,68,5,1372204800
633,624,68,5,1386288000
634,625,68,5,1380240000
635,626,68,5,1369785600
636,627,68,5,1329091200
637,628,68,5,1391817600
638,629,68,5,1219276800
639,630,68,5,1319241600
640,631,68,5,1376092800
641,632,68,5,1325289600
642,633,68,3,1314057600
643,634,68,5,1306713600
644,635,68,5,1306195200
645,636,68,5,1390780800
646,637,68,2,1353369600
647,638,68,5,1398124800
648,639,68,5,1336953600
649,640,68,5,1386633600
650,641,68,5,1384387200
651,642,68,5,1324944000
652,643,68,5,1362960000
653,644,68,4,1350691200
654,645,68,5,1369785600
655,646,68,5,1374278400
656,647,68,5,1371772800
657,648,68,5,1298764800
658,649,68,5,1403481600
659,650,69,4,1275436800
660,651,69,5,1375747200
661,652,70,5,1357257600
662,653,70,5,1387929600
663,654,70,5,1394064000
664,655,71,5,1371945600
665,656,72,5,1109721600
666,657,72,5,1080172800
667,658,72,5,1183939200
668,659,72,2,1165708800
669,660,72,5,1034812800
670,661,72,5,1370995200
671,662,72,4,979689600
672,663,72,5,1079740800
673,664,72,5,994291200
674,665,72,5,1292544000
675,666,72,5,960422400
676,467,72,5,953078400
677,667,72,5,1163548800
678,668,72,5,1039478400
679,669,72,5,1213574400
680,670,73,1,1104710400
681,671,73,1,993427200
682,672,73,5,991440000
683,673,73,1,1049068800
684,674,73,4,997574400
685,675,73,3,987292800
686,676,73,4,1025136000
687,677,73,5,967075200
688,678,73,5,987724800
689,679,73,1,978393600
690,680,73,1,1031702400
691,681,73,5,1174435200
692,682,73,1,993686400
693,683,73,5,1127088000
694,684,73,3,947462400
695,685,73,4,955065600
696,686,73,5,1057622400
697,687,73,5,1056585600
698,688,73,3,1049241600
699,689,74,1,1273104000
700,690,74,5,1291248000
701,691,74,1,1368403200
702,692,74,5,1307232000
703,693,74,1,1259625600
704,694,75,5,1331596800
705,695,76,5,1398643200
706,696,76,5,1366329600
707,697,76,5,1403049600
708,698,76,5,1401235200
709,699,76,5,1367452800
710,700,77,5,1245456000
711,701,77,5,1247875200
712,702,77,2,1246924800
713,703,77,4,1248048000
714,704,77,5,1242691200
715,705,78,1,1370995200
716,706,79,5,1315785600
717,707,79,3,1403827200
718,708,79,5,1340064000
719,709,79,2,1384473600
720,710,80,3,1354579200
721,711,81,5,1386633600
722,712,82,1,956620800
723,713,83,1,1234224000
724,714,83,4,1182470400
725,715,83,1,1252800000
726,716,84,5,1335484800
727,717,84,1,1308096000
728,718,84,5,1361923200
729,719,84,3,1359849600
730,720,84,5,1381622400
731,721,84,2,1358121600
732,722,84,5,1152489600
733,723,84,1,1379894400
734,724,84,2,1336003200
735,725,84,5,1296259200
736,726,84,4,1370217600
737,727,84,5,1338336000
738,728,84,5,1338940800
739,729,84,4,1339027200
740,730,84,4,1376611200
741,731,84,4,1309219200
742,732,84,4,1246147200
743,733,84,5,1404950400
744,734,84,5,1349481600
745,735,84,4,1385942400
746,736,84,5,1332892800
747,737,84,5,1342483200
748,738,84,1,1302480000
749,739,84,5,1367625600
750,740,84,4,1338422400
751,741,84,5,1275264000
752,742,84,5,1368144000
753,743,84,5,1363564800
754,744,84,1,1371945600
755,745,84,1,1402531200
756,746,84,5,1399420800
757,747,84,5,1350345600
758,748,84,5,1366934400
759,749,84,1,1209427200
760,750,84,5,1364860800
761,751,84,3,1370908800
762,752,84,5,1388534400
763,753,84,5,1357603200
764,754,84,5,1401667200
765,755,84,5,1361059200
766,756,84,5,1366761600
767,757,84,1,1183766400
768,758,84,5,1179273600
769,759,84,3,1292889600
770,760,84,4,1302480000
771,761,84,5,1275436800
772,762,84,5,1373068800
773,763,84,4,1400976000
774,764,84,4,1348704000
775,765,84,5,1365292800
776,766,84,3,1349049600
777,767,84,4,1400371200
778,768,84,1,1370649600
779,769,84,3,1246060800
780,770,84,4,1368403200
781,771,84,5,1311984000
782,772,84,3,1372636800
783,773,84,4,1207526400
784,774,84,5,1358035200
785,775,84,1,1316131200
786,776,84,4,1400025600
787,777,84,5,1377734400
788,778,84,5,1372550400
789,779,84,5,1393545600
790,780,84,4,1303862400
791,781,84,5,1212969600
792,782,84,5,1368489600
793,783,84,2,1278115200
794,784,84,5,1370563200
795,785,84,4,1372118400
796,786,84,5,1374883200
797,787,84,3,1246147200
798,788,84,3,1370390400
799,789,84,5,1401667200
800,790,84,5,1306022400
801,791,84,5,1306022400
802,792,84,5,1320451200
803,793,84,5,1402876800
804,794,84,5,1369958400
805,795,84,5,1397606400
806,796,84,5,1337299200
807,797,84,1,1238544000
808,798,84,4,1395532800
809,799,84,5,1369785600
810,800,84,3,1401062400
811,801,84,5,1362441600
812,802,84,5,1357862400
813,803,84,3,1209340800
814,804,84,4,1372723200
815,805,84,4,1305849600
816,806,84,5,1374451200
817,807,84,5,1338595200
818,808,84,5,1325030400
819,809,84,3,1340150400
820,810,84,3,1266278400
821,811,84,5,1346025600
822,812,84,4,1384300800
823,813,84,5,1400198400
824,814,84,3,1368662400
825,815,84,5,1271116800
826,816,84,4,1367452800
827,817,84,1,1398729600
828,818,84,5,1213056000
829,819,84,3,1371427200
830,820,84,5,1402185600
831,821,84,5,1255564800
832,822,84,2,1246406400
833,823,84,4,1151280000
834,824,84,5,1356825600
835,825,84,4,1370044800
836,826,84,5,1337731200
837,827,84,5,1403568000
838,828,84,5,1373760000
839,829,84,2,1346371200
840,830,84,5,1372291200
841,831,84,5,1307059200
842,832,84,5,1373760000
843,833,84,5,1307750400
844,834,84,2,1385856000
845,835,84,5,1232582400
846,836,84,3,1336521600
847,837,84,5,1341273600
848,838,84,5,1396224000
849,839,84,5,1364428800
850,840,84,1,1337126400
851,841,84,2,1404345600
852,842,84,5,1223942400
853,843,84,4,1398211200
854,844,84,5,1341446400
855,845,84,2,1164585600
856,846,84,5,1403740800
857,847,84,5,1372723200
858,848,84,1,1275177600
859,849,84,5,1306540800
860,850,84,4,1400284800
861,851,84,5,1371081600
862,852,84,3,1388275200
863,853,84,3,1369785600
864,854,84,5,1392422400
865,855,84,5,1362528000
866,856,84,3,1379203200
867,857,84,4,1344297600
868,858,84,5,1242777600
869,859,84,5,1270684800
870,860,84,5,1368057600
871,861,84,5,1311206400
872,862,84,5,1305244800
873,863,84,2,1370995200
874,864,84,4,1275004800
875,865,84,5,1243728000
876,866,84,5,1372896000
877,867,84,3,1401148800
878,868,84,5,1211068800
879,869,84,5,1400630400
880,870,84,4,1358726400
881,871,84,3,1336003200
882,872,84,4,1358208000
883,873,84,1,1402012800
884,874,84,4,1388448000
885,875,84,3,1359763200
886,876,84,1,1209427200
887,877,84,4,1208908800
888,878,84,5,1309824000
889,879,84,4,1339632000
890,880,84,4,1386547200
891,881,84,4,1278979200
892,882,84,1,1241827200
893,883,84,4,1389484800
894,884,84,4,1357084800
895,885,84,3,1301961600
896,886,84,2,1374105600
897,887,84,5,1371254400
898,888,84,5,1309651200
899,889,84,5,1360713600
900,890,84,5,1373760000
901,891,84,5,1214092800
902,892,84,5,1261180800
903,893,84,5,1390348800
904,894,84,5,1309305600
905,895,84,4,1306281600
906,896,84,4,1340668800
907,897,84,5,1402099200
908,898,84,5,1368057600
909,899,84,4,1142035200
910,900,84,4,1401840000
911,901,84,5,967852800
912,902,84,3,1356998400
913,903,84,5,1259798400
914,904,84,5,1372291200
915,905,84,5,1365206400
916,906,84,5,1389225600
917,907,84,5,1403481600
918,908,84,3,1308268800
919,909,84,5,1358812800
920,910,84,4,1388793600
921,911,84,5,1400976000
922,912,84,4,1374451200
923,913,84,5,1339977600
924,914,84,4,1287792000
925,915,84,5,1362528000
926,916,84,2,1307577600
927,917,84,5,1368057600
928,918,84,4,1278547200
929,919,84,5,1336521600
930,920,84,4,1306886400
931,921,84,5,1204934400
932,922,84,5,1345248000
933,923,85,5,953078400
934,924,86,5,1354665600
935,925,86,5,1247443200
936,926,86,5,1317686400
937,927,86,5,1335398400
938,928,86,5,1269820800
939,929,86,5,1368748800
940,930,86,5,1328832000
941,931,86,5,1247356800
942,932,86,5,1362096000
943,933,86,4,1403222400
944,934,86,4,1402444800
945,935,86,5,1390608000
946,936,86,5,1367452800
947,937,86,5,1332374400
948,938,86,5,1374192000
949,939,86,5,1393545600
950,940,86,5,1363392000
951,941,86,5,1259366400
952,942,86,5,1301529600
953,943,86,5,1289088000
954,944,86,5,1402012800
955,945,86,5,1349654400
956,946,86,3,1277942400
957,947,86,5,1369699200
958,948,86,5,1386892800
959,949,86,5,1339632000
960,950,86,5,1264550400
961,951,86,4,1368057600
962,952,86,3,1384819200
963,953,86,4,1395878400
964,954,86,4,1327795200
965,955,86,5,1399852800
966,956,86,5,1347148800
967,957,86,5,1367107200
968,958,86,5,1338768000
969,959,86,5,1355097600
970,960,86,5,1235865600
971,961,86,5,1344211200
972,962,86,5,1385856000
973,963,86,5,1381190400
974,964,86,5,1369267200
975,965,86,1,1365033600
976,966,86,5,1356998400
977,967,86,5,1246838400
978,968,86,5,1239494400
979,969,86,5,1349395200
980,970,86,5,1325030400
981,971,86,5,1371340800
982,972,86,5,1379548800
983,973,86,3,1369612800
984,974,86,5,1364515200
985,975,86,5,1254182400
986,976,86,5,1319414400
987,977,86,5,1365638400
988,978,86,5,1247097600
989,979,86,5,1357430400
990,980,86,4,1386633600
991,981,86,5,1333152000
992,982,86,5,1275436800
993,983,86,4,1356652800
994,984,86,5,1278115200
995,985,86,3,1390262400
996,986,86,5,1365379200
997,987,86,5,1222041600
998,988,86,5,1348531200
999,989,86,5,1380067200
1000,990,86,5,1354492800
1001,991,86,5,1315785600
1002,992,86,5,1278288000
1003,993,86,5,1378512000
1004,994,86,5,1299024000
1005,995,86,4,1345507200
1006,996,86,5,1383523200
1007,997,86,5,1336176000
1008,998,86,5,1360713600
1009,999,86,5,1285804800
1010,1000,86,5,1397260800
1011,1001,86,5,1344211200
1012,1002,86,4,1340496000
1013,1003,86,2,1369180800
1014,1004,86,5,1229904000
1015,1005,86,5,1242604800
1016,1006,86,4,1367539200
1017,1007,86,3,1365638400
1018,1008,86,5,1337472000
1019,1009,86,5,1223337600
1020,1010,86,5,1356480000
1021,1011,86,5,1311206400
1022,1012,86,5,1313971200
1023,1013,86,5,1374451200
1024,1014,86,5,1287964800
1025,1015,86,5,1404345600
1026,1016,86,3,1381104000
1027,1017,86,4,1306108800
1028,1018,86,1,1331942400
1029,1019,86,5,1384128000
1030,1020,86,5,1373155200
1031,1021,86,5,1398902400
1032,1022,86,5,1310342400
1033,1023,86,5,1305763200
1034,1024,86,5,1359072000
1035,1025,86,5,1193011200
1036,1026,86,5,1403395200
1037,1027,86,5,1242777600
1038,1028,86,5,1365811200
1039,1029,86,5,1277856000
1040,1030,86,5,1372377600
1041,1031,86,5,1330387200
1042,1032,86,4,1297296000
1043,1033,86,5,1371254400
1044,1034,86,5,1388188800
1045,1035,86,4,1299974400
1046,1036,86,1,1345161600
1047,1037,86,2,1339459200
1048,1038,86,5,1364688000
1049,1039,86,5,1394928000
1050,1040,86,5,1329782400
1051,1041,86,3,1366588800
1052,1042,86,5,1240876800
1053,1043,86,5,1245888000
1054,1044,86,5,1382745600
1055,1045,86,4,1365638400
1056,1046,86,5,1284681600
1057,1047,86,4,1303171200
1058,1048,86,5,1270598400
1059,1049,86,4,1292976000
1060,1050,86,5,1346630400
1061,1051,86,5,1236816000
1062,1052,86,5,1370390400
1063,1053,86,5,1395014400
1064,1054,86,5,1284595200
1065,1055,86,5,1307404800
1066,1056,86,5,1371340800
1067,1057,86,5,1240531200
1068,1058,86,4,1367712000
