,one,two,three,four
307,4,298,5,964622758
308,4,299,1,986848920
309,4,300,5,945078571
310,4,301,3,945078428
311,4,302,5,964622565
312,4,303,2,945079259
313,4,304,5,945079078
314,4,305,1,945629040
315,4,306,5,964622684
316,4,15,2,945173513
317,4,307,3,986848894
318,4,16,5,945079259
319,4,308,5,964538468
320,4,17,1,945173350
321,4,309,5,945079182
322,4,310,5,964538500
323,4,311,4,945629063
324,4,312,4,964622786
325,4,313,3,986934901
326,4,314,3,964623306
327,4,315,4,945078690
328,4,316,2,945078467
329,4,25,1,986934915
330,4,317,2,986848828
331,4,26,5,945079259
332,4,318,5,945174290
333,4,319,5,945079872
334,4,320,1,945079106
335,4,321,5,945078636
336,4,322,1,964538832
337,4,32,2,945079301
338,4,323,4,945079670
339,4,35,5,964539986
340,4,324,3,986848609
341,4,325,2,945078587
342,4,37,5,964540008
343,4,38,3,945079906
344,4,326,4,986935230
345,4,327,3,945078601
346,4,328,4,945079106
347,4,329,4,964622714
348,4,330,5,964623347
349,4,331,4,945079653
350,4,332,4,945078446
351,4,333,4,945079837
352,4,334,5,945173902
353,4,335,5,945173989
354,4,336,5,945173902
355,4,265,5,945079670
356,4,45,5,945079521
357,4,337,5,945173602
358,4,338,5,964538571
359,4,339,3,986849085
360,4,53,4,945079232
361,4,340,5,945173654
362,4,341,3,964540578
363,4,60,2,986934819
364,4,61,4,945079483
365,4,342,5,945173692
366,4,343,2,945078946
367,4,62,5,986934696
368,4,344,5,945079259
369,4,345,5,964539723
370,4,346,3,964538500
371,4,347,5,964539723
372,4,68,5,986934625
373,4,348,4,964539180
374,4,349,1,964778513
375,4,350,5,964538500
376,4,69,5,964538763
377,4,70,5,964538763
378,4,71,3,964538728
379,4,351,2,945078967
380,4,352,5,945174025
381,4,353,1,964539205
382,4,75,4,945079729
383,4,77,4,964539961
384,4,354,4,964539326
385,4,355,5,945174008
386,4,356,4,964538728
387,4,85,4,964622684
388,4,357,4,986849037
389,4,358,2,986934832
390,4,89,5,945079653
391,4,359,5,945078690
392,4,360,4,945079653
393,4,90,4,964538763
394,4,361,3,945078467
395,4,362,1,945173766
396,4,363,5,945079767
397,4,364,4,945173492
398,4,98,4,964622830
399,4,99,4,945079790
400,4,102,3,986935244
401,4,365,1,945079906
402,4,104,2,945079837
403,4,366,4,964622758
404,4,234,1,945629015
405,4,367,4,945079956
406,4,109,4,945079889
407,4,368,5,945079143
408,4,369,3,964539357
409,4,370,5,945174134
410,4,371,2,986849001
411,4,372,4,964622642
412,4,373,3,964622617
413,4,374,2,964539431
414,4,375,4,945629179
415,4,376,3,964540505
416,4,377,4,964622714
417,4,378,1,986934786
418,4,379,3,986934870
419,4,380,5,945079653
420,4,381,2,964622684
421,4,117,5,945078967
422,4,382,4,986934786
423,4,383,2,945078690
424,4,384,4,945079052
425,4,128,5,945079521
426,4,385,4,986935016
427,4,386,3,986935328
428,4,387,5,986934738
429,4,142,5,964539855
430,4,388,5,945174008
431,4,389,4,945079729
432,4,390,5,964540008
433,4,391,1,945629238
434,4,392,1,964622590
435,4,393,2,964538964
436,4,394,4,945078467
437,4,395,4,964622590
438,4,396,5,945079164
439,4,154,3,964623306
440,4,155,4,986935302
441,4,397,4,945079858
442,4,167,1,945173385
443,4,398,5,945078863
444,4,399,5,964622684
445,4,172,1,986848894
446,4,400,4,945079790
447,4,179,5,945079013
448,4,401,2,945078542
449,4,402,4,964539986
450,4,403,1,964778621
451,4,404,2,945173553
452,4,405,5,964539628
453,4,406,5,945078814
454,4,185,5,964539140
455,4,407,4,986935016
456,4,408,4,945078708
457,4,409,5,986934870
458,4,193,2,945078528
459,4,410,2,945078946
460,4,198,4,986848610
461,4,199,4,986936200
462,4,411,5,945079920
463,4,412,4,986934884
464,4,413,3,964778197
465,4,414,5,964622487
466,4,415,4,964539121
467,4,416,1,964538930
468,4,206,4,964539771
469,4,417,4,964539828
470,4,418,4,964623306
471,4,419,4,986934498
472,4,420,3,964622758
473,4,421,5,964538329
474,4,211,4,964539395
475,4,422,4,986849238
476,4,423,2,964538243
477,4,218,1,986848908
478,4,424,5,964538351
479,4,425,2,986849212
480,4,426,1,986935199
481,4,427,3,964539085
482,4,230,3,986936207
483,4,428,5,986849180
484,4,429,4,986934465
485,4,430,3,986849149
486,4,431,4,986849164
487,4,432,4,986849130
488,4,433,3,986934819
489,4,434,1,986849254
490,4,435,3,986848856
491,4,436,4,986849180
492,4,437,3,986849201
493,4,438,3,986849226
494,4,439,4,986849149
495,4,440,5,986848753
496,4,441,3,986848665
497,4,442,4,986934901
498,4,443,3,986848685
499,4,444,3,986848700
500,4,445,2,1007569424
501,4,446,5,986848685
502,4,447,4,1007574542
503,4,448,3,1007569465
504,4,449,2,1007569424
505,4,450,4,1007574470
506,4,451,1,1007569465
507,4,452,4,1007569586
508,4,453,3,1007574509
509,4,454,1,1007569586
510,4,455,3,1007574532
511,4,456,5,1007569445
512,4,457,3,1007569445
513,4,458,4,1007574532
514,4,459,4,1007569465
515,4,460,5,1007569424
516,5,1,4,847434962
517,5,292,4,847435238
518,5,461,4,847434881
519,5,462,4,847435292
520,5,463,3,847434961
521,5,5,4,847434881
522,5,296,5,847435238
523,5,8,4,847434880
524,5,464,3,847434748
525,5,465,3,847434802
526,5,306,4,847435292
527,5,307,5,847435337
528,5,466,3,847435292
529,5,467,4,847435238
530,5,308,3,847435129
531,5,468,1,847435311
532,5,469,5,847435311
533,5,17,5,847434748
534,5,470,3,847435337
535,5,18,2,847434832
536,5,233,3,847434880
537,5,471,3,847434802
538,5,20,3,847434832
539,5,314,2,847435238
540,5,472,3,847434882
541,5,23,4,847435129
542,5,473,2,847434748
543,5,474,3,847435292
544,5,26,4,847434801
545,5,475,4,847435337
546,5,318,5,847435311
547,5,476,3,847435129
548,5,29,5,847434960
549,5,477,4,847435258
550,5,478,3,847435311
551,5,323,4,847434801
552,5,479,3,847435258
553,5,33,5,847434747
554,5,34,3,847434747
555,5,480,5,847435238
556,5,324,5,847434832
557,5,36,5,847435292
558,5,481,3,847434962
559,5,37,3,847435258
560,6,482,4,845553522
561,6,2,5,845554296
562,6,483,3,845554349
563,6,484,5,845553938
564,6,3,4,845553757
565,6,485,4,845554264
566,6,486,3,845555281
567,6,487,3,845553253
568,6,488,4,845553489
569,6,489,3,845555588
570,6,490,4,845554505
571,6,491,4,845553819
572,6,492,4,845553559
573,6,493,2,845553382
574,6,292,2,845553382
575,6,494,5,845553875
576,6,495,4,845554397
577,6,496,3,845553695
578,6,497,4,845555362
579,6,498,3,845555402
580,6,260,3,845553819
581,6,293,4,845553426
582,6,461,4,845553354
583,6,462,5,845553726
584,6,499,4,845554962
585,6,500,4,845555607
586,6,294,3,845553907
587,6,501,4,845554551
588,6,4,4,845553317
589,6,5,1,845553381
590,6,502,4,845555402
591,6,503,4,845554263
592,6,504,4,845555454
593,6,505,4,845553660
594,6,506,3,845555070
595,6,507,3,845555151
596,6,508,4,845555317
597,6,509,3,845554907
598,6,510,5,845556131
599,6,511,3,845555300
600,6,512,2,845555694
601,6,513,4,845555124
602,6,514,4,845555454
603,6,515,4,845554584
604,6,516,4,845553559
605,6,517,3,845555151
606,6,518,1,845555436
607,6,519,4,845554349
608,6,520,3,845553757
609,6,8,5,845553283
610,6,521,4,845553994
611,6,522,3,845556257
612,6,299,3,845555342
613,6,523,3,845554987
614,6,524,3,845555024
615,6,525,4,845553586
616,6,526,4,845553966
617,6,527,4,845555607
618,6,464,4,845553110
619,6,9,4,845553586
620,6,465,3,845553146
621,6,528,4,845553660
622,6,529,3,845555006
623,6,530,5,845553457
624,6,531,3,845553253
625,6,11,3,845553907
626,6,532,3,845553146
627,6,533,5,845553695
628,6,534,3,845554263
629,6,301,3,845555402
630,6,535,3,845554479
631,6,536,3,845554931
632,6,537,1,845555362
633,6,538,2,845555006
634,6,539,3,845553938
635,6,540,3,845553283
636,6,541,3,845553619
637,6,542,3,845556241
638,6,543,2,845554931
639,6,544,4,845554455
640,6,545,3,845553586
641,6,546,3,845556290
642,6,547,3,845553619
643,6,548,3,845555477
644,6,549,4,845554024
645,6,550,3,845553253
646,6,551,3,845556106
647,6,552,4,845556310
648,6,553,4,845556181
649,6,12,4,845554099
650,6,554,3,845555382
651,6,555,2,845553994
652,6,556,3,845556131
653,6,305,4,845554024
654,6,557,3,845553794
655,6,558,4,845553381
656,6,559,5,845553966
657,6,14,3,845553174
658,6,560,2,845554176
659,6,561,4,845553559
660,6,562,4,845553875
661,6,563,3,845554987
662,6,564,3,845555571
663,6,565,3,845555588
664,6,566,5,845554263
665,6,567,4,845555588
666,6,568,3,845556257
667,6,569,4,845553619
668,6,466,3,845553283
669,6,570,3,845555655
670,6,571,3,845553726
671,6,572,5,845554176
672,6,573,3,845555172
673,6,467,4,845553695
674,6,574,5,845554551
675,6,308,3,845553726
676,6,468,3,845553457
677,6,575,3,845554376
678,6,576,3,845555172
679,6,577,4,845555249
680,6,578,3,845553875
681,6,579,4,845555151
682,6,580,4,845553907
683,6,581,5,845553844
684,6,582,3,845555436
685,6,583,4,845554320
686,6,584,3,845553522
687,6,585,2,845553283
688,6,586,3,845554455
689,6,587,3,845555571
690,6,588,4,845553253
691,6,589,3,845553660
692,6,17,2,845553110
693,6,590,3,845555436
694,6,591,3,845554099
695,6,592,4,845555546
696,6,593,3,845556119
697,6,594,1,845555151
698,6,595,3,845555546
699,6,596,5,845554603
700,6,597,4,845553522
701,6,18,5,845553174
702,6,598,4,845553457
703,6,233,5,845553200
704,6,599,1,845554062
705,6,600,4,845553200
706,6,601,3,845555071
707,6,602,3,845555046
708,6,19,5,845553757
709,6,603,3,845556223
710,6,604,5,845553586
711,6,605,4,845553253
712,6,606,4,845555265
713,6,310,3,845553938
714,6,607,3,845555172
715,6,471,3,845553146
716,6,608,3,845555300
717,6,312,3,845553938
718,6,20,5,845553146
719,6,609,5,845553489
720,6,313,4,845554455
721,6,610,3,845555382
722,6,611,4,845553726
723,6,612,4,845555402
724,6,613,4,845553819
725,6,21,5,845553200
726,6,314,3,845553457
727,6,614,3,845555265
728,6,615,3,845556412
729,6,616,3,845555094
730,6,617,4,845554376
731,6,22,3,845553994
732,6,472,5,845553317
733,6,618,3,845554962
734,6,23,4,845553317
735,6,315,5,845553726
736,6,619,4,845553794
737,6,620,3,845554141
738,6,621,3,845554296
739,6,622,5,845553317
740,6,623,3,845554987
741,6,473,4,845553110
742,6,624,3,845553994
743,6,625,3,845554397
744,6,626,3,845554320
745,6,627,3,845554603
746,6,474,3,845553354
747,6,628,3,845554505
748,6,629,4,845554420
749,6,630,3,845554962
750,6,631,3,845554224
751,6,632,3,845554551
752,6,633,5,845553489
753,6,634,4,845553200
754,6,635,3,845553489
755,6,636,3,845554505
756,6,637,4,845553457
757,6,638,3,845555124
758,6,317,4,845555024
759,6,639,4,845553283
760,6,640,3,845554062
761,6,26,5,845553174
762,6,641,3,845555546
763,6,642,3,845555281
764,6,643,2,845553844
765,6,644,4,845553907
766,6,645,4,845555477
767,6,646,3,845555632
768,6,475,4,845553522
769,6,318,4,845554099
770,6,647,4,845554141
771,6,27,5,845553200
772,6,648,3,845553794
773,6,649,3,845554505
774,6,650,3,845554584
775,6,651,4,845554141
776,6,652,3,845555172
777,6,653,3,845554176
778,6,654,3,845553819
779,6,28,5,845553354
780,6,655,3,845554455
781,6,656,3,845555317
782,6,657,4,845553586
783,6,320,3,845553522
784,6,658,3,845555546
785,6,476,4,845553794
786,6,659,4,845554908
787,6,660,3,845553844
788,6,661,3,845554479
789,6,29,3,845553426
790,6,477,3,845554296
791,6,662,3,845554224
792,6,663,3,845556181
793,6,664,3,845554551
794,6,322,3,845553426
795,6,665,3,845554099
796,6,666,4,845554524
797,6,30,3,845554099
798,6,667,2,845554349
799,6,668,3,845554908
800,6,31,3,845553875
801,6,32,5,845553559
802,6,669,4,845555342
803,6,670,3,845555070
804,6,671,5,845553381
805,6,323,5,845553146
806,6,479,3,845553317
807,6,33,5,845553109
808,6,34,3,845553109
809,6,35,4,845553174
810,6,480,4,845553819
811,6,324,5,845553174
812,6,36,3,845554141
813,6,481,4,845553354
814,6,672,3,845555024
815,6,37,3,845553844
816,6,673,4,845555342
817,6,674,5,845554062
818,6,675,3,845555300
819,6,676,4,845555265
820,6,677,4,845555046
821,6,678,1,845555362
822,6,261,4,845555151
823,6,679,3,845556147
824,6,680,3,845555342
825,6,681,3,845555694
826,6,682,3,845556378
827,6,683,4,845556147
828,6,684,3,845555571
829,6,326,4,845554376
830,6,685,5,845555249
831,6,686,3,845556223
832,6,687,4,845555317
833,6,688,2,845555694
834,6,42,5,845553619
835,6,689,3,845555046
836,6,690,1,845555006
837,6,691,3,845555632
838,6,692,3,845556462
839,6,43,5,845556915
840,6,693,5,845554584
841,6,694,3,845556506
842,6,695,3,845555656
843,6,696,3,845556194
844,6,697,4,845554584
845,6,698,3,845555514
846,6,699,5,845556222
847,6,700,4,845556194
848,6,701,3,845556241
849,6,702,4,845555514
850,6,703,3,845556120
851,6,704,3,845555675
852,6,705,4,845556340
853,6,706,4,845555694
854,6,707,3,845556412
855,6,708,3,845556181
856,6,709,3,845556340
857,6,710,3,845556448
858,6,711,3,845556241
859,6,712,3,845556808
860,6,713,3,845556567
861,6,714,4,845556475
862,6,715,4,845556808
863,6,716,4,845556323
864,6,717,2,845556412
865,6,718,4,845556506
866,6,719,4,845556694
867,6,58,3,845556462
868,6,59,5,845556694
869,6,720,4,845556860
870,6,721,4,845556579
871,6,61,3,845555571
872,6,722,4,845556278
873,6,344,3,845555454
874,7,1,4,1106635946
875,7,5,4,1106635993
876,7,296,3,1106635520
877,7,464,4,1106635925
878,7,532,4,1106635987
879,7,16,5,1106635933
880,7,21,5,1106635915
881,7,473,3,1106635937
882,7,643,5,1106635532
883,7,27,5,1106635917
884,7,671,2,1106635714
885,7,323,3,1106635971
886,7,479,2,1106635940
887,7,34,3,1106635922
888,7,35,5,1106635912
889,7,324,3,1106712636
890,7,38,4,1106635981
891,7,723,4,1106636810
892,7,43,4,1106635943
893,7,337,3,1106635685
894,7,724,4,1106712615
895,7,725,4,1106635502
896,7,349,1,1106712613
897,7,69,4,1106635996
898,7,73,4,1106635462
899,7,74,4,1106635965
900,7,77,5,1106635496
901,7,78,4,1106635464
902,7,82,5,1106712575
903,7,726,1,1106635678
904,7,86,5,1106635681
905,7,99,3,1106635489
906,7,727,5,1106635423
907,7,728,4,1106635429
908,7,104,3,1107127060
909,7,729,3,1106635653
910,7,730,0,1106635416
911,7,731,4,1106635484
912,7,379,1,1106635444
913,7,116,4,1106635657
914,7,383,5,1106713565
915,7,392,2,1106712559
916,7,150,3,1106635625
917,7,165,5,1106635640
918,7,172,1,1106712553
919,7,173,3,1106635540
920,7,732,4,1113542732
921,7,400,2,1106635420
922,7,733,2,1106713072
923,7,734,1,1106713076
924,7,735,3,1106713081
925,7,402,4,1106635648
926,7,185,4,1106712546
927,7,736,4,1106635500
928,7,737,1,1106713005
929,7,422,4,1106712549
930,7,220,1,1106636534
931,7,738,1,1106712541
932,7,229,3,1106635630
933,7,739,5,1106635733
934,7,740,4,1106636596
935,7,741,2,1106635635
936,7,742,3,1161738301
937,7,743,4,1106712913
938,7,744,2,1106635742
939,7,447,2,1110855253
940,7,745,4,1106635524
941,7,746,0,1107127033
942,7,747,4,1106712869
943,7,748,1,1106635749
944,7,749,1,1109746591
945,7,750,1,1161738352
946,7,751,3,1106635738
947,7,752,4,1106636531
948,7,458,4,1106636718
949,7,753,4,1106636702
950,7,754,4,1106636589
951,7,755,4,1106636610
952,7,756,3,1106712866
953,7,757,3,1106636606
954,7,758,0,1106635735
955,7,759,4,1106636707
956,7,760,3,1106712820
957,7,761,3,1106636612
958,7,762,1,1106635745
959,7,763,5,1106713586
960,7,764,4,1106635705
961,7,765,4,1106636527
962,7,766,4,1106636600
963,7,767,4,1106712818
964,7,768,4,1106636516
965,7,769,4,1106712831
966,7,770,0,1157949714
967,7,771,4,1106636584
968,7,772,4,1106712827
969,7,773,2,1106712812
970,7,774,4,1106636579
971,7,775,4,1106636520
972,7,776,3,1173051472
973,7,777,4,1107473963
974,7,778,4,1106713442
975,7,779,3,1106636782
976,7,780,2,1106636592
977,7,781,2,1108602792
978,7,782,4,1106636844
979,7,783,4,1106636511
980,7,784,3,1108602755
981,7,785,1,1106779625
982,7,786,1,1161738306
983,7,236,4,1106636602
984,7,787,1,1109746594
985,7,788,1,1106713549
986,7,789,3,1118025961
987,7,790,1,1110757877
988,7,791,4,1122333561
989,7,792,4,1110757890
990,7,793,4,1106636098
991,7,794,3,1110173697
992,7,795,4,1106636064
993,7,796,1,1106636095
994,7,797,2,1106636069
995,7,798,2,1111552650
996,7,799,4,1106636101
997,7,800,3,1107474020
998,7,801,3,1113353083
999,7,802,2,1107127004
1000,7,803,3,1118025982
1001,7,804,2,1118025946
1002,7,805,1,1122940686
1003,7,806,2,1118026013
1004,7,807,3,1128486479
1005,7,808,3,1116550784
1006,7,809,1,1121041079
1007,7,810,2,1121041002
1008,7,811,1,1125442102
1009,7,812,3,1121041015
1010,7,813,4,1122333538
1011,7,814,3,1162163504
1012,7,815,3,1149548381
1013,7,816,4,1144806100
1014,7,817,4,1157949636
1015,7,818,4,1157066190
1016,7,819,1,1159225196
1017,7,820,0,1161738279
1018,7,821,1,1157949732
1019,7,238,1,1169687318
1020,7,822,4,1162163488
1021,7,823,2,1174263740
1022,7,824,4,1165876367
1023,7,825,3,1174263775
1024,7,826,0,1176181731
1025,7,827,3,1173051469
1026,8,482,4,839463806
1027,8,487,2,839463509
1028,8,488,4,839463806
1029,8,292,4,839463564
1030,8,293,3,839463624
1031,8,461,5,839463546
1032,8,463,3,839463644
1033,8,4,4,839463546
1034,8,5,5,839463644
1035,8,8,3,839463527
1036,8,525,3,839464076
1037,8,464,4,839463422
1038,8,465,2,839463451
1039,8,540,5,839463509
1040,8,541,4,839463856
1041,8,550,3,839463509
1042,8,14,4,839463470
1043,8,15,3,839464076
1044,8,561,3,839463767
1045,8,569,3,839463856
1046,8,466,5,839463509
1047,8,584,3,839463767
1048,8,588,3,839463489
1049,8,17,4,839463422
1050,8,598,3,839463644
1051,8,233,5,839463489
1052,8,605,3,839463509
1053,8,21,3,839463527
1054,8,314,5,839463767
1055,8,472,5,839463546
1056,8,23,3,839463564
1057,8,622,4,839463644
1058,8,473,5,839463422
1059,8,633,1,839463702
1060,8,637,3,839463728
1061,8,639,4,839463546
1062,8,26,3,839463489
1063,8,27,4,839463527
1064,8,28,2,839463624
1065,8,29,5,839463728
1066,8,322,3,839463728
1067,8,828,3,839463702
1068,8,671,3,839463702
1069,8,33,5,839463422
1070,8,34,3,839463422
1071,8,35,4,839463470
1072,8,481,3,839463728
1073,9,499,3,1044656650
1074,9,829,3,1044657119
1075,9,13,4,1044656650
1076,9,620,3,1044656716
1077,9,830,3,1044657102
1078,9,831,4,1044657026
1079,9,46,5,1044657026
1080,9,832,2,1044656650
1081,9,833,4,1044657088
1082,9,71,5,1044656716
1083,9,86,5,1044657088
1084,9,834,4,1044656650
1085,9,835,2,1044656716
1086,9,836,3,1044657200
1087,9,120,4,1044657237
1088,9,837,3,1044656650
1089,9,838,5,1044657072
1090,9,839,3,1044657221
1091,9,840,2,1044656716
1092,9,841,2,1044656650
1093,9,842,3,1044656650
1094,9,843,3,1044657051
1095,9,844,1,1044657221
1096,9,845,1,1044656650
1097,9,754,5,1044657051
1098,9,756,4,1044656811
1099,9,758,3,1044656811
1100,9,759,4,1044656792
1101,9,846,4,1044656836
1102,9,847,4,1044656836
1103,9,848,5,1044656836
1104,9,849,1,1044656836
1105,9,850,1,1044657318
1106,9,851,3,1044657269
1107,9,852,3,1044656962
1108,9,853,4,1044656792
1109,9,854,1,1044657318
1110,9,855,4,1044657144
1111,9,856,5,1044656934
1112,9,765,5,1044656908
1113,9,857,4,1044656962
1114,9,858,1,1044657338
1115,9,859,4,1044657185
1116,9,860,2,1044657269
1117,9,861,4,1044657072
1118,9,862,2,1044657285
1119,10,17,1,1455303387
1120,10,21,3,1455301685
1121,10,323,4,1455306173
1122,10,481,3,1455357645
1123,10,336,4,1455302254
1124,10,863,0,1455306152
1125,10,864,3,1455619275
1126,10,865,3,1455303518
1127,10,866,3,1455357613
1128,10,730,3,1455301699
1129,10,376,4,1455306183
