,one,two,three,four
97,96,38,5,1367971200
98,97,39,5,1405296000
99,98,39,3,1391990400
100,99,39,5,1386547200
101,100,39,2,1402444800
102,101,39,5,1398902400
103,102,39,4,1403136000
104,103,39,2,1391904000
105,104,39,5,1380931200
106,105,39,5,1403913600
107,106,39,2,1383177600
108,107,39,5,1393804800
109,108,39,4,1392163200
110,109,39,5,1403395200
111,110,39,5,1387756800
112,111,39,5,1375747200
113,112,39,5,1382400000
114,113,39,5,1373846400
115,114,39,4,1390176000
116,115,40,5,1374537600
117,116,41,3,1398124800
118,117,41,5,1393977600
119,118,41,5,1393632000
120,119,42,5,1404259200
121,120,43,5,1398211200
122,121,43,1,1401753600
123,122,43,1,1403913600
124,123,43,4,1383782400
125,124,43,5,1394064000
126,125,44,5,1224806400
127,126,45,5,1394150400
128,127,46,5,1403481600
129,128,46,5,1365292800
130,129,46,4,1404518400
131,130,46,1,1403222400
132,131,46,5,1389916800
133,132,46,4,1380931200
134,133,46,5,1377820800
135,134,46,5,1357776000
136,135,46,4,1382918400
137,136,46,5,1403827200
138,137,46,5,1362960000
139,138,46,5,1373155200
140,139,46,1,1373587200
141,140,46,5,1402444800
142,141,46,1,1398902400
143,142,46,5,1370908800
144,143,46,1,1373846400
145,144,46,5,1357689600
146,145,46,5,1405036800
147,146,46,2,1378166400
148,147,46,5,1399507200
149,148,46,5,1357603200
150,149,46,4,1401321600
151,126,46,5,1390867200
152,150,46,1,1398124800
153,151,46,5,1362355200
154,152,46,5,1305244800
155,153,46,5,1391731200
156,154,46,5,1399420800
157,155,46,5,1388707200
158,156,46,1,1376092800
159,157,46,5,1397606400
160,158,46,4,1368748800
161,159,46,4,1373673600
162,160,46,5,1397174400
163,161,46,5,1389916800
164,162,47,5,1385510400
165,126,47,5,1394150400
166,163,47,5,1336176000
167,164,48,5,1367452800
168,165,49,5,1374710400
169,166,50,3,1369699200
170,167,51,5,1333497600
171,168,51,3,1281052800
172,169,52,1,1395446400
173,170,53,2,1375747200
174,171,53,5,1352937600
175,172,53,5,1393891200
176,173,54,5,1401408000
177,159,54,3,1371513600
178,126,55,5,1397260800
179,126,56,5,1397260800
180,174,57,5,1352160000
181,126,58,5,1391126400
182,175,59,5,1363996800
183,126,60,5,1401408000
184,176,61,5,1350604800
185,177,61,5,1375056000
186,178,61,5,1394582400
187,179,61,5,1360800000
188,180,61,5,1357603200
189,181,61,5,1345161600
190,182,61,5,1315267200
191,126,62,5,1394150400
192,126,63,5,1397260800
193,126,64,5,1394150400
194,126,65,5,1391558400
195,183,66,5,1361664000
196,184,67,5,1382659200
197,185,68,5,1332633600
198,186,69,2,1373328000
199,187,70,5,1367625600
200,188,70,5,1404950400
201,189,71,5,1379030400
202,190,71,5,1320796800
203,191,71,5,1332633600
204,188,71,5,1404950400
205,155,71,5,1388707200
206,192,72,4,1365465600
207,193,72,2,1380758400
208,194,73,2,1257984000
209,155,74,5,1388707200
210,195,75,5,1332115200
211,126,76,5,1391558400
212,155,76,5,1386460800
213,196,77,4,1304640000
214,197,77,4,1366502400
215,198,77,5,1313798400
216,199,77,5,1364860800
217,126,78,5,1394150400
218,174,79,5,1352160000
219,200,79,5,1400112000
220,126,80,5,1394150400
221,201,80,5,1383004800
222,202,81,5,1350259200
223,203,81,5,1383696000
224,204,81,5,1378771200
225,126,82,5,1391558400
226,205,83,1,1252627200
227,206,83,1,1250380800
228,207,84,5,1322438400
229,208,84,5,1390176000
230,209,85,5,1372118400
231,210,85,5,1304640000
232,211,85,5,1270080000
233,212,85,1,1378944000
234,213,85,1,1391904000
235,126,85,5,1394150400
236,214,85,5,1356134400
237,215,85,5,1361750400
238,216,85,5,1341532800
239,217,85,5,1386720000
240,218,85,5,1283472000
241,219,85,2,1399852800
242,220,85,5,1381363200
243,221,85,5,1304121600
244,222,85,1,1379635200
245,223,85,5,1377475200
246,224,86,5,1351382400
247,225,87,5,1399334400
248,226,88,2,1269993600
249,227,89,5,1367625600
250,228,89,5,1401494400
251,229,89,5,1375142400
252,230,89,5,1379116800
253,231,90,4,1148256000
254,232,90,1,1168732800
255,233,90,1,1141516800
256,234,91,5,1355097600
257,235,92,5,1375142400
258,236,92,5,1357430400
259,237,92,5,1378512000
260,238,93,5,1402272000
261,239,94,5,1368748800
262,240,94,5,1355011200
263,241,95,5,1223164800
264,242,96,5,1170201600
265,243,96,1,1168300800
266,244,97,5,1275523200
267,245,97,5,1343001600
268,246,98,4,964656000
269,247,98,1,1277942400
270,248,98,4,1035504000
271,249,98,5,1006732800
272,250,99,4,1285113600
273,251,99,5,1308182400
274,252,99,4,1307923200
275,253,99,4,1367712000
276,254,99,5,1315008000
277,255,99,5,1301702400
278,256,99,5,1305417600
279,257,99,5,1308009600
280,258,99,5,1306454400
281,259,99,4,1311552000
282,260,99,5,1276128000
283,261,99,3,1313625600
284,262,99,4,1319241600
285,263,99,4,1310860800
286,264,99,5,1301097600
287,265,99,5,1291680000
288,266,99,5,1278460800
289,267,99,5,1312675200
290,268,99,5,1295568000
291,269,99,4,1339804800
292,270,99,5,1258934400
293,271,99,5,1276473600
294,272,99,4,1327017600
295,273,99,5,1287705600
296,274,99,5,1397001600
297,275,99,5,1366588800
298,276,99,5,1364774400
299,277,99,5,1307232000
300,278,99,5,1339459200
301,279,99,4,1271808000
302,280,99,5,1293148800
303,281,99,5,1376697600
304,282,99,5,1315008000
305,283,99,5,1279411200
306,284,99,4,1287100800
307,285,99,4,1313971200
308,286,99,5,1297814400
309,287,100,1,946339200
310,288,100,4,1199577600
311,289,100,4,963619200
312,290,100,2,1261526400
313,291,100,1,945302400
314,292,100,1,946944000
315,293,100,1,1039996800
316,294,100,4,961977600
317,295,100,5,950572800
318,296,101,4,1070150400
319,297,101,4,1008028800
320,298,101,1,964569600
321,299,101,4,1139097600
322,300,101,1,1047427200
323,301,101,1,1228780800
324,302,101,3,956102400
325,303,101,4,1240876800
326,304,101,3,1003363200
327,305,101,1,1290211200
328,306,101,5,944092800
329,307,102,1,944611200
330,308,102,1,940377600
331,309,102,1,947721600
332,310,102,1,1200182400
333,311,102,5,943920000
334,312,102,3,960422400
335,313,102,5,943315200
336,314,102,1,950313600
337,315,102,3,947462400
338,316,103,3,969926400
339,317,103,4,960249600
340,318,103,5,969580800
341,319,103,4,961545600
342,320,103,4,940636800
343,321,103,5,944784000
344,322,103,5,965520000
345,323,103,1,963964800
346,324,103,1,1089331200
347,325,103,5,971481600
348,326,104,4,967852800
349,327,104,2,994118400
350,328,104,4,986428800
351,329,104,5,989280000
352,330,105,5,1362441600
353,331,105,1,1173312000
354,332,105,5,1344643200
355,333,105,5,1381968000
356,334,105,4,1368057600
357,335,105,5,1313452800
358,336,105,3,1401753600
359,337,105,5,1290211200
360,338,105,5,1370649600
361,339,105,5,1201219200
362,340,105,1,1357862400
363,341,105,5,1369353600
364,342,105,4,1168214400
365,343,106,5,1051056000
366,344,106,5,993254400
367,345,107,5,1381968000
368,346,107,4,1388448000
369,347,107,4,1368057600
370,348,107,4,1387497600
371,349,107,5,1194652800
372,350,107,5,1388707200
373,351,107,5,1220832000
374,352,107,5,1363996800
375,353,107,4,1399075200
376,354,107,5,1394841600
377,355,107,5,1003795200
378,356,107,2,1360800000
379,357,107,5,1365638400
380,358,107,4,1358294400
381,359,107,3,1379462400
382,360,108,3,1373673600
383,361,108,5,1385078400
384,362,108,5,1313539200
385,363,108,5,1334534400
386,364,108,4,1315094400
387,365,108,4,1158192000
388,366,108,5,1374883200
389,367,108,5,1357516800
390,368,108,4,1368662400
391,369,108,5,1374969600
392,370,108,5,1364428800
393,371,108,2,1338076800
394,372,108,2,1262995200
395,373,108,4,1402099200
396,374,108,5,1356134400
397,375,108,4,1371945600
398,376,108,5,1285372800
399,377,108,5,1357257600
400,378,108,5,1374710400
401,379,108,5,1309996800
402,380,108,2,1389139200
403,381,108,5,1383177600
404,382,108,5,1339286400
405,383,108,5,1392681600
406,384,108,5,1394323200
407,385,108,5,1362355200
408,386,108,4,1142726400
409,387,108,5,1280534400
410,388,108,4,1261526400
411,389,108,5,1208217600
412,390,108,5,1389571200
413,391,108,4,1285804800
414,392,108,5,1292889600
415,393,108,5,1394582400
416,394,108,3,1323907200
417,395,108,4,1378339200
418,396,108,5,1358121600
419,397,108,5,1315526400
420,398,108,5,1238457600
421,399,108,5,1388534400
422,400,108,2,1326844800
423,401,108,5,1341360000
424,402,108,2,1359849600
425,403,108,5,1285200000
426,404,108,5,1329696000
427,405,108,1,1373155200
428,406,108,5,1391817600
429,407,108,5,1363737600
430,408,108,5,1385251200
431,409,108,5,1369699200
432,410,108,5,1356048000
433,411,108,5,1355616000
434,412,108,5,1340928000
435,413,108,5,1374796800
436,414,108,5,1347580800
437,415,108,5,1369353600
438,416,108,4,1333756800
439,417,108,4,1293494400
440,418,108,4,1369699200
441,419,108,5,1337212800
442,420,108,4,1368921600
443,421,108,5,1258156800
444,422,108,1,1385769600
445,423,108,5,1262995200
446,424,108,4,1360540800
447,425,108,5,1247616000
448,426,108,5,1403136000
449,427,108,4,1374451200
450,428,108,5,1372032000
451,429,108,5,1263081600
452,430,108,4,1203206400
453,431,108,5,1326153600
454,432,108,2,1393200000
455,433,108,5,1349308800
456,434,108,5,1357948800
457,435,108,5,1376352000
458,436,108,3,1357171200
459,437,108,5,1394582400
460,438,108,2,1375142400
461,439,108,4,1349654400
462,440,108,5,960854400
463,441,108,5,1339891200
464,442,108,5,1333497600
465,443,108,5,1371081600
466,444,108,4,1374105600
467,445,108,3,1323561600
468,446,108,3,1318723200
469,447,108,4,1224892800
470,448,108,4,1259971200
471,449,108,5,1352764800
472,450,108,5,1393891200
473,451,108,4,1336608000
474,452,108,5,1390348800
475,453,108,1,1296518400
476,454,108,5,1374364800
477,455,108,5,1210204800
478,456,108,5,1381881600
479,457,108,5,1361836800
480,458,108,5,1355443200
481,459,108,5,1163980800
482,460,108,5,1335744000
483,461,108,5,1383264000
484,462,108,5,1231286400
485,463,108,3,1381276800
486,464,108,5,1291420800
487,465,108,3,1386979200
488,466,108,5,1252800000
489,467,108,4,1329955200
490,468,108,1,1390348800
491,469,108,5,1293926400
492,470,108,5,1290124800
493,471,108,5,1266019200
494,472,108,5,1200441600
495,473,108,2,1364169600
496,474,108,5,1332288000
497,475,108,5,1382313600
498,476,108,5,1396569600
499,477,108,4,1356912000
500,478,108,4,1222992000
501,479,108,5,1377820800
502,480,108,5,1377648000
503,481,108,4,1375315200
504,482,108,5,1333497600
505,483,108,5,1371168000
506,484,108,5,1388102400
507,485,108,4,1393027200
508,486,108,5,1357689600
509,487,108,3,1387497600
510,488,108,5,1331424000
511,489,108,5,1369180800
512,490,108,5,1264204800
513,491,108,4,1382054400
514,492,108,5,1329868800
515,493,108,4,1384905600
516,494,108,4,1227484800
517,495,108,3,1269734400
518,496,108,5,1358640000
519,497,108,5,1377993600
520,498,108,5,1371686400
521,499,108,5,1239580800
522,500,108,5,1329782400
523,501,108,3,1356134400
524,502,108,5,1243728000
525,503,108,4,1388361600
526,504,108,5,1378339200
527,505,108,5,1393545600
528,506,108,5,1326153600
529,507,108,4,1339891200
530,508,108,3,1358467200
531,509,109,2,1381449600
532,510,109,5,1397606400
533,511,109,4,1381708800
534,512,109,5,1345507200
535,513,109,5,1362614400
536,514,109,5,1287705600
537,515,109,5,1386633600
538,516,109,5,1313625600
539,517,109,4,1370908800
540,518,109,5,1366156800
541,519,109,5,1398470400
542,520,109,5,1358899200
543,521,109,5,1388102400
544,522,109,5,1363824000
545,523,109,5,1393372800
546,524,109,5,1385596800
547,525,109,4,1269475200
548,526,109,5,1302307200
549,527,109,5,1404604800
550,392,109,4,1292976000
551,528,109,4,1354579200
552,529,109,5,1387843200
553,530,109,4,961718400
554,531,109,5,1371600000
555,532,109,4,1380067200
556,533,109,5,1273968000
557,534,109,5,1224028800
558,535,109,5,1246752000
559,536,109,5,1245542400
560,537,109,5,1361232000
561,538,109,4,1378598400
562,539,109,5,1403136000
563,540,109,5,1355702400
564,541,109,4,1330041600
565,542,109,5,1339459200
566,543,109,5,1264809600
567,544,109,4,1360022400
568,545,109,5,1391040000
569,546,109,5,1321401600
570,547,109,5,1283212800
571,548,109,5,1299542400
572,549,109,5,1388016000
573,550,109,5,1353542400
574,551,109,4,1370390400
575,552,109,4,1356998400
576,553,109,4,1360972800
577,554,109,5,1399420800
578,555,109,5,1238198400
579,556,109,4,1274486400
580,557,109,4,1379894400
581,558,109,5,1376352000
582,559,109,5,1388448000
583,560,109,5,1393718400
584,561,109,5,1372291200
585,562,109,5,1340668800
586,563,109,5,1244764800
587,564,109,3,1305158400
588,565,109,5,1363996800
589,566,109,5,1399248000
590,567,109,5,1392854400
591,568,109,5,1264809600
592,569,109,5,1271289600
593,570,109,5,1303430400
594,571,109,5,1301356800
595,572,109,5,1215216000
596,573,109,5,1366502400
597,574,109,5,1324771200
598,575,109,5,1354924800
599,576,109,5,1250121600
600,577,109,5,1368403200
601,578,109,4,1391212800
602,579,109,4,1358380800
603,580,109,4,1398124800
604,581,109,5,1404000000
605,582,109,5,1303603200
606,583,109,3,1228608000
607,584,109,5,1323907200
608,585,109,5,1357603200
609,586,109,5,1358380800
610,587,109,5,1238716800
611,588,109,4,1366675200
612,589,109,5,1353888000
613,590,109,5,1303776000
614,591,109,5,1369180800
615,592,109,5,1361145600
616,593,109,4,1369526400
617,594,109,1,1397433600
618,595,109,5,1369785600
619,596,109,5,1349568000
620,597,109,5,1318032000
621,598,109,5,1297814400
622,599,110,5,1372032000
623,600,110,5,1108166400
624,601,110,5,1009411200
625,602,110,5,1112832000
626,603,111,5,1038009600
627,604,111,5,1345852800
628,605,111,4,1048636800
629,606,111,3,1306195200
630,607,111,5,980726400
631,608,112,4,1330646400
632,609,112,1,1308355200
633,610,113,5,945475200
634,611,113,5,1169424000
635,612,113,5,1337644800
636,613,113,1,1068681600
637,614,113,4,1223856000
638,615,114,5,1037750400
639,616,115,1,1071705600
640,617,115,5,1058313600
641,618,115,3,1042070400
642,619,115,5,969235200
643,620,115,4,962064000
644,621,115,1,1008720000
645,622,115,5,1358553600
646,623,115,4,984355200
647,624,115,1,1046563200
648,625,116,5,1284854400
649,626,116,4,1183852800
650,627,117,4,1204416000
651,628,117,5,1294790400
652,629,117,5,1402617600
653,630,117,5,1198540800
654,631,117,1,1310774400
655,632,117,5,1361750400
656,633,118,5,1251763200
657,634,118,3,960595200
658,635,119,5,1289347200
659,636,119,2,1320537600
660,637,119,1,1347062400
661,638,119,1,1250726400
662,639,119,5,1271721600
663,640,119,1,1241827200
664,641,120,4,1049241600
665,642,120,3,1023062400
666,643,121,1,1049414400
667,644,121,1,1139011200
668,645,121,4,984528000
669,646,122,1,1159488000
670,647,122,5,1360195200
671,648,122,5,1171584000
672,649,122,4,1069891200
673,650,122,4,1393372800
674,651,122,1,1194566400
675,652,123,1,1041120000
676,653,124,1,1057449600
677,654,124,5,1201478400
678,655,124,5,1260230400
679,656,124,3,1016323200
680,657,124,5,1291248000
681,658,124,4,1292198400
682,659,125,5,1323820800
683,660,125,4,1203120000
684,661,126,5,1393632000
685,662,127,5,1389398400
686,663,128,5,1405123200
687,664,128,5,1371513600
688,665,128,5,1220140800
689,666,128,5,1404691200
690,667,128,4,1352160000
691,668,128,5,1403136000
692,669,128,5,1403308800
693,670,128,5,1353369600
694,671,128,5,1394064000
695,672,128,5,1383091200
696,673,128,5,1246665600
697,674,128,5,1392681600
698,675,128,5,1247270400
699,676,128,5,1374364800
700,677,128,5,1404691200
701,678,128,5,1239148800
702,679,128,5,1405036800
703,680,128,5,1404172800
704,681,128,4,1383436800
705,682,128,5,1405036800
706,683,128,5,1400284800
707,684,128,5,1379894400
708,685,128,4,1375660800
709,686,128,5,1225238400
710,687,128,5,1357603200
711,688,128,5,1404950400
712,689,128,3,1404345600
713,690,128,5,1256083200
714,691,128,4,1375228800
715,692,128,5,1377216000
716,693,128,5,1400112000
717,694,128,5,1281657600
718,695,128,5,1399334400
719,696,128,5,1240790400
720,697,128,1,1403654400
721,698,128,5,1250467200
722,699,128,5,1377475200
723,700,128,5,1378425600
724,701,128,4,1252972800
725,702,128,5,1247529600
726,703,129,2,1297900800
727,704,129,5,1402272000
728,705,129,4,1394150400
729,706,129,5,1299801600
730,707,129,5,1363996800
731,708,129,3,1312848000
732,709,129,4,1357948800
733,710,129,5,1369353600
734,711,129,5,1401148800
735,712,129,5,1379721600
736,713,129,5,1272758400
737,714,129,5,1390521600
738,715,130,3,1383350400
739,716,130,4,1385337600
740,717,130,2,1334448000
741,718,130,1,1276128000
742,719,130,4,1334188800
743,720,130,4,1341100800
744,721,131,4,1364860800
745,722,131,5,1359590400
746,723,132,5,957312000
747,724,133,5,1310860800
748,725,133,1,1297728000
749,726,133,5,1347494400
750,727,134,4,1394668800
751,728,134,3,1396742400
752,729,135,1,1166054400
753,730,136,1,1392940800
754,731,137,4,1359763200
755,732,137,2,1397520000
756,733,137,5,1366243200
757,734,137,5,1362614400
758,735,137,5,1402358400
759,736,137,5,1277164800
760,737,137,4,1393718400
761,738,137,4,1311206400
762,739,137,5,1391731200
763,740,137,4,1360108800
764,741,137,5,1367107200
765,742,137,4,1326931200
766,743,137,5,1382400000
767,744,137,5,1381622400
768,745,137,5,1322265600
769,746,137,1,1315958400
770,747,137,5,1393977600
771,748,137,5,1393977600
772,749,137,4,1353888000
773,750,137,5,1357344000
774,751,137,5,1357776000
775,752,137,5,1342656000
776,753,137,4,1379376000
777,754,137,4,1373673600
778,755,137,5,1377734400
779,756,137,1,1345766400
780,757,137,4,1399507200
781,758,138,5,1384300800
782,759,139,1,1393113600
783,760,139,5,1342828800
784,761,139,5,1310169600
785,762,139,3,1367452800
786,763,139,5,1335398400
787,764,139,1,1341532800
788,765,139,1,1335225600
789,766,139,1,1386892800
790,767,139,2,1381363200
791,768,139,5,1368057600
792,769,139,1,1361923200
793,770,139,4,1397174400
794,771,139,2,1382745600
795,772,139,5,1339372800
796,773,139,4,974937600
797,774,139,3,1401753600
798,775,140,5,1211587200
799,776,140,5,1224547200
800,777,140,3,980467200
801,778,141,5,1279152000
802,779,142,2,998524800
803,780,142,1,1017273600
804,781,142,1,1167782400
805,782,143,5,981676800
806,783,143,5,1296518400
807,784,144,5,1400371200
808,785,144,5,1362096000
809,786,144,5,1333238400
810,787,144,5,1379462400
811,788,144,3,1388188800
812,789,144,1,1395273600
813,790,144,5,1403136000
814,791,144,5,1403654400
815,792,144,4,1266710400
816,793,144,5,1304294400
817,794,144,5,1404172800
818,795,144,5,1365897600
819,796,144,5,1382659200
820,797,144,5,1383436800
821,798,144,5,1356220800
822,799,144,5,1299456000
823,800,144,5,1353196800
824,801,144,4,1383350400
825,802,144,4,1386547200
826,803,144,1,1374192000
827,804,144,5,1383091200
828,805,144,5,1354320000
829,806,144,5,1398556800
830,807,144,5,1349654400
831,808,144,5,1383782400
832,809,144,5,1361145600
833,810,144,5,1337904000
834,811,145,5,1405382400
835,812,145,4,1361404800
836,813,145,5,1402099200
837,814,145,4,1374451200
838,815,145,4,1317254400
839,816,145,5,1388188800
840,817,145,5,1349222400
841,818,145,1,1350691200
842,819,145,3,1306368000
843,820,145,5,1404345600
844,821,145,5,1377561600
845,822,145,3,1334361600
846,823,145,5,1340755200
847,824,145,5,1360281600
848,825,146,5,1389052800
849,826,147,5,1369267200
850,827,148,5,1347753600
851,828,148,5,1398297600
852,829,148,5,1360281600
853,830,148,5,1324080000
854,831,148,5,1265414400
855,832,148,5,1375660800
856,833,148,4,1397952000
857,834,148,4,1359936000
858,835,148,5,1377388800
859,836,148,5,1378512000
860,837,148,5,1332288000
861,838,148,4,1367107200
862,839,148,5,1361836800
863,840,148,4,1315526400
864,841,148,4,1394928000
865,842,148,5,1402185600
866,843,148,4,1281571200
867,844,148,5,1368576000
868,845,148,3,1375920000
869,846,148,5,1356048000
870,847,148,5,1357689600
871,848,148,4,1360454400
872,849,148,5,1358467200
873,850,148,3,1236643200
874,851,148,3,1260316800
875,852,148,5,1326585600
876,853,148,5,1316304000
877,854,148,4,1278374400
878,855,148,4,1391126400
879,856,149,3,1296777600
880,857,149,4,1314576000
881,858,149,5,1268611200
882,859,150,5,1405296000
883,860,150,5,1270771200
884,861,150,5,1231286400
885,862,150,4,1356652800
886,863,150,5,1285286400
887,864,150,2,1305158400
888,865,150,5,1331683200
889,866,150,4,1292544000
890,867,150,5,1370390400
891,868,150,5,1274745600
892,869,150,5,1363219200
893,870,150,4,1225584000
894,871,150,5,1327104000
895,872,150,4,1367884800
896,873,150,2,1365724800
897,874,150,4,1269129600
898,875,150,5,1212710400
899,876,150,4,1294704000
900,877,150,4,1324598400
901,878,150,5,1217116800
902,879,150,4,1269820800
903,880,150,3,1293753600
904,881,150,5,1199577600
905,882,150,5,1291507200
906,883,150,4,1199836800
907,884,150,4,1357862400
908,885,150,5,1252454400
909,886,151,3,1291075200
910,511,151,4,1381536000
911,887,151,4,1335484800
912,888,151,4,1296604800
913,889,151,5,1400630400
914,890,151,5,1315872000
915,891,151,1,1380499200
916,892,151,5,1353974400
917,893,151,4,1346198400
918,894,151,5,1356480000
919,895,151,2,1390867200
920,896,151,5,1354492800
921,897,151,5,1364083200
922,898,151,5,1401753600
923,899,151,4,1391472000
924,900,151,4,1388275200
925,901,151,4,1360022400
926,902,151,3,1282780800
927,903,151,5,1389484800
928,904,151,5,1301011200
929,905,151,5,1329782400
930,906,151,5,1318550400
931,907,151,5,1346630400
932,908,151,5,1386460800
933,909,151,4,1363564800
934,910,151,4,1353024000
935,911,151,5,1355097600
936,912,151,5,1275177600
937,913,151,4,1354233600
938,914,151,5,1396137600
939,915,152,5,1231286400
940,916,152,1,1237420800
941,917,152,5,1218067200
942,918,152,3,1233532800
943,919,152,4,1180483200
944,920,152,1,1253404800
945,921,152,4,1282521600
946,922,152,5,1178928000
947,923,152,1,1265500800
948,924,152,5,1390176000
949,925,152,1,1252713600
950,926,152,2,1178841600
951,927,152,1,1239494400
952,928,152,5,1372723200
953,929,152,5,1189209600
954,930,152,2,1265760000
955,931,152,5,1141948800
956,932,152,2,1242345600
957,933,152,5,1363046400
958,934,152,3,1217635200
959,935,152,1,1246320000
960,936,152,1,1208390400
961,937,152,1,1254441600
962,938,152,5,1180656000
963,939,152,5,998352000
964,940,152,5,1371168000
965,941,152,5,1235520000
966,942,152,5,1240012800
967,943,152,4,1235433600
968,944,153,5,1111795200
969,945,153,4,969494400
970,946,153,5,1225065600
971,947,154,5,1341446400
972,948,154,1,1393977600
973,949,154,5,1370822400
974,950,154,5,1271894400
975,951,154,3,1398988800
976,952,154,5,1389052800
977,953,154,5,1309824000
978,954,154,5,1347753600
979,955,154,1,1382313600
980,956,154,3,1392681600
981,957,154,2,1246060800
982,958,154,1,1317168000
983,959,155,5,1124323200
984,960,156,4,1172880000
985,961,156,4,1259539200
986,962,157,5,1405209600
987,963,157,5,1388275200
988,964,157,1,1405296000
989,965,157,5,1405382400
990,966,157,5,1405641600
991,967,157,5,1405296000
992,968,157,5,1405209600
993,969,157,5,1292284800
994,970,157,4,1371081600
995,971,157,3,1376179200
996,972,157,5,1358553600
997,973,157,5,1376438400
998,974,157,5,1351123200
999,975,157,5,1368057600
1000,976,157,5,1363824000
1001,977,157,1,1376265600
1002,978,157,5,1371600000
1003,979,157,5,1370563200
1004,980,157,5,1393286400
1005,981,157,5,1377648000
1006,982,157,5,1361923200
1007,983,157,4,1340323200
1008,984,157,4,1389398400
1009,985,157,5,1373932800
1010,986,157,5,1386460800
1011,987,157,5,1394668800
1012,988,157,4,1353715200
1013,989,157,1,1343865600
1014,990,157,1,1340150400
1015,991,157,5,1386547200
1016,992,157,5,1384473600
1017,993,157,5,1377302400
1018,994,157,3,1350691200
1019,995,157,4,1404691200
1020,996,157,2,1176163200
1021,997,157,4,1356998400
1022,998,157,5,1223942400
1023,999,157,2,1374537600
1024,1000,157,4,1369526400
1025,1001,157,5,1370304000
1026,1002,157,5,1357689600
1027,1003,157,1,1400889600
1028,1004,157,4,1379289600
1029,1005,157,2,1404172800
1030,1006,157,4,1369526400
1031,1007,157,5,1314316800
1032,1008,157,5,1374969600
1033,1009,157,4,1369353600
1034,1010,157,4,1306713600
1035,1011,157,5,1363564800
1036,1012,157,4,1376352000
1037,1013,157,5,1388275200
1038,1014,157,5,1367798400
1039,1015,157,1,1304553600
1040,1016,157,2,1376611200
1041,1017,157,5,1350604800
1042,1018,157,5,1339977600
1043,1019,157,5,1373068800
1044,1020,157,5,1381795200
1045,1021,157,5,1356566400
1046,1022,157,1,1366848000
1047,1023,157,5,1388102400
1048,1024,157,5,1368662400
1049,1025,157,5,1364428800
1050,1026,157,5,1370304000
1051,1027,157,5,1355184000
1052,1028,157,4,1227657600
1053,1029,157,5,1399852800
1054,1030,157,1,1363737600
1055,1031,157,4,1344729600
1056,1032,157,4,1272326400
1057,1033,157,4,1371081600
1058,1034,157,5,1359676800
1059,1035,157,5,1404086400
1060,1036,157,5,1335830400
1061,1037,157,3,1364688000
1062,1038,157,5,1301788800
1063,1039,157,5,1370822400
1064,1040,157,4,1395705600
1065,1041,157,5,1324252800
1066,1042,157,5,1369958400
1067,1043,157,1,1340582400
1068,1044,157,4,1285804800
1069,1045,157,4,1339977600
