,one,two,three,four
136,133,22,5,1390435200
137,134,22,5,1389484800
138,135,22,5,1244592000
139,136,22,4,1215820800
140,137,22,3,1288742400
141,138,22,5,1397088000
142,139,22,4,1194134400
143,140,22,5,1287619200
144,141,22,5,1221436800
145,142,22,4,1380499200
146,143,22,3,1396483200
147,144,22,5,1231632000
148,145,22,3,1369526400
149,146,22,5,1177027200
150,147,22,5,1265414400
151,148,22,5,1215475200
152,149,22,5,1273363200
153,150,23,5,1358726400
154,151,23,5,1330473600
155,152,23,5,1325376000
156,153,23,5,1196208000
157,154,23,4,1317600000
158,155,23,5,1342915200
159,156,23,3,1323216000
160,157,23,5,1365552000
161,158,23,4,1323820800
162,159,23,5,1333238400
163,160,23,3,1356652800
164,161,24,5,1356825600
165,162,24,5,1326758400
166,163,24,5,1355961600
167,164,24,5,1362528000
168,165,24,5,1349481600
169,166,24,5,1355702400
170,167,24,3,1386633600
171,168,24,4,1356307200
172,169,24,5,1351036800
173,170,24,5,1356307200
174,171,24,5,1397433600
175,172,24,5,1363478400
176,173,24,5,1340841600
177,174,24,5,1361404800
178,175,24,5,1357257600
179,176,24,5,1392681600
180,177,24,5,1392940800
181,178,24,5,1366156800
182,179,24,5,1331596800
183,180,24,5,1364688000
184,181,25,5,1327881600
185,182,26,4,1370476800
186,183,26,5,1364083200
187,184,26,5,1373414400
188,185,26,5,1343692800
189,169,26,5,1352851200
190,186,26,5,1375488000
191,187,26,5,1385424000
192,188,26,5,1383782400
193,189,26,4,1356652800
194,190,26,4,1401235200
195,191,26,5,1360627200
196,192,26,5,1384300800
197,193,27,5,1328313600
198,194,28,4,1384560000
199,195,28,2,1405987200
200,196,29,5,1369699200
201,197,30,5,1327968000
202,198,30,1,1371686400
203,198,31,1,1371686400
204,199,32,5,1330992000
205,200,32,5,1322179200
206,201,32,5,1346371200
207,202,32,5,1323388800
208,203,33,1,1367884800
209,204,33,3,1356134400
210,205,33,5,1351814400
211,206,33,5,1366156800
212,207,33,5,1356912000
213,208,33,4,1357257600
214,209,33,5,1357516800
215,210,34,5,1345939200
216,211,35,5,1390262400
217,212,36,4,1387843200
218,213,37,5,1390867200
219,214,38,5,1385164800
220,215,39,5,1398384000
221,216,39,5,1402012800
222,217,39,5,1389312000
223,218,39,5,1397779200
224,219,39,5,1398816000
225,220,39,5,1383350400
226,221,40,5,1405382400
227,222,40,4,1394236800
228,223,40,5,1392076800
229,224,40,5,1371168000
230,225,40,5,1381449600
231,226,40,5,1391385600
232,227,40,1,1393372800
233,228,40,4,1302652800
234,229,40,5,1377993600
235,230,40,5,1378252800
236,231,40,4,1404518400
237,232,40,5,1393286400
238,233,40,5,1393804800
239,234,40,5,1383177600
240,235,40,1,1395792000
241,236,40,4,1389744000
242,237,40,3,1393459200
243,238,40,4,1393200000
244,239,40,5,1380240000
245,240,40,5,1393545600
246,241,40,5,1367020800
247,242,40,5,1396742400
248,243,40,5,1392249600
249,244,41,5,1393200000
250,245,42,5,1333411200
251,246,42,5,1392249600
252,247,42,5,1315094400
253,248,42,5,1316304000
254,249,42,5,1378684800
255,250,42,5,1323648000
256,251,42,5,1376524800
257,252,42,5,1378252800
258,253,43,5,1404345600
259,254,43,5,1370649600
260,255,44,5,1359590400
261,256,44,4,1361923200
262,257,44,5,1313020800
263,258,44,3,1395446400
264,259,44,5,1395273600
265,260,44,5,1378771200
266,261,45,5,1383782400
267,262,45,3,1402358400
268,263,45,4,1309046400
269,264,45,4,1382659200
270,265,45,4,1388361600
271,266,45,5,1393200000
272,267,46,5,1265846400
273,268,47,5,1392422400
274,269,47,5,1356998400
275,270,47,2,1318982400
276,271,48,4,1391731200
277,272,49,3,1391558400
278,273,49,2,1295395200
279,274,50,4,1383523200
280,275,50,3,1394582400
281,276,50,5,1363046400
282,277,51,5,1363305600
283,278,52,1,1403395200
284,279,52,5,1401753600
285,280,53,2,1363824000
286,281,53,2,1361923200
287,282,54,2,1319068800
288,283,55,5,1382572800
289,284,56,3,1387670400
290,285,56,5,1380585600
291,286,56,5,1367971200
292,287,56,4,1372118400
293,288,56,1,1342742400
294,289,56,3,1354060800
295,290,56,5,1355443200
296,291,56,1,1365552000
297,292,56,5,1342828800
298,293,56,5,1354838400
299,294,56,5,1377216000
300,295,56,5,1357862400
301,296,57,3,1321920000
302,297,58,5,1380499200
303,298,59,5,1404345600
304,299,60,5,1318464000
305,300,61,5,1367712000
306,301,62,3,1364601600
307,302,62,5,1368403200
308,303,63,5,1315180800
309,304,63,3,1322784000
310,305,63,2,1329264000
311,306,63,5,1313798400
312,307,64,5,1361577600
313,308,64,2,1388275200
314,309,64,5,1335484800
315,310,64,5,1336435200
316,311,64,5,1307750400
317,312,65,5,1357948800
318,313,65,5,1391212800
319,314,65,5,1390089600
320,315,65,5,1398729600
321,316,65,4,1322179200
322,317,65,5,1403481600
323,318,65,5,1404691200
324,319,65,4,1401926400
325,320,65,5,1364688000
326,321,65,5,1374451200
327,322,65,5,1371859200
328,323,65,5,1372723200
329,324,65,5,1397606400
330,325,65,3,1322784000
331,326,65,5,1396656000
332,327,65,5,1337990400
333,328,65,5,1366416000
334,329,65,2,1384300800
335,330,65,5,1318291200
336,331,65,1,1353110400
337,332,65,3,1365206400
338,333,65,5,1402185600
339,334,65,5,1351900800
340,335,65,2,1395360000
341,336,65,5,1385337600
342,337,65,5,1371254400
343,338,65,2,1396137600
344,339,65,5,1377043200
345,340,65,5,1320796800
346,341,65,5,1332720000
347,342,65,5,1354492800
348,343,65,5,1402531200
349,344,65,5,1397606400
350,345,65,4,1401062400
351,346,65,4,1399852800
352,347,65,1,1349395200
353,348,65,4,1398556800
354,349,65,3,1394668800
355,350,65,5,1375315200
356,351,65,5,1374451200
357,352,65,2,1384300800
358,353,65,5,1356048000
359,354,65,1,1397606400
360,355,65,5,1391558400
361,356,65,5,1379894400
362,357,65,5,1379808000
363,358,65,1,1397260800
364,359,65,5,1401840000
365,360,65,5,1385251200
366,361,65,2,1347667200
367,362,65,3,1401667200
368,363,65,5,1371254400
369,364,65,5,1387065600
370,365,65,4,1386115200
371,366,65,3,1395705600
372,367,65,5,1376352000
373,368,65,5,1367280000
374,369,65,5,1336089600
375,370,65,4,1404691200
376,371,66,5,1354579200
377,372,67,4,1393632000
378,373,68,3,1381968000
379,374,69,1,1392940800
380,375,69,3,1377302400
381,376,70,3,1370563200
382,377,71,2,1366761600
383,378,72,1,1372464000
384,379,72,4,1402531200
385,380,73,5,1391990400
386,381,74,1,1375660800
387,382,74,4,1389398400
388,383,75,1,1365033600
389,384,76,4,1354320000
390,385,77,1,1371427200
391,386,78,4,1330300800
392,387,79,5,1359936000
393,388,80,5,1374624000
394,389,81,5,1361059200
395,390,82,5,1334793600
396,391,82,5,1357171200
397,392,82,5,1359072000
398,393,82,5,1311638400
399,394,82,5,1379462400
400,395,82,5,1375142400
401,396,83,5,1306454400
402,397,84,1,1328140800
403,398,85,5,1349568000
404,399,85,1,1355616000
405,400,86,5,1381795200
406,401,87,3,1358467200
407,402,87,5,1367539200
408,403,87,5,1400803200
409,404,87,2,1374019200
410,405,87,5,1365120000
411,406,87,4,1362009600
412,407,88,2,1382227200
413,408,88,1,1377043200
414,409,89,5,1352937600
415,410,90,2,1399507200
416,411,90,5,1394496000
417,412,91,5,1390089600
418,413,91,4,1383264000
419,414,91,3,1379721600
420,415,91,4,1401494400
421,416,92,4,1360800000
422,417,93,3,1364342400
423,418,94,1,1365552000
424,419,95,5,1357603200
425,420,96,1,1403049600
426,421,96,5,1402358400
427,422,96,5,1404691200
428,423,97,5,1393804800
429,424,97,5,1356825600
430,425,97,4,1363392000
431,426,98,5,1389657600
432,427,98,1,1394928000
433,428,99,4,1399680000
434,429,99,5,1395446400
435,430,99,3,1404777600
436,431,100,3,1370390400
437,432,100,5,1402963200
438,433,101,5,1359849600
439,434,102,5,1364256000
440,435,103,4,1359158400
441,436,103,5,1385424000
442,437,104,1,1331078400
443,438,105,5,1364947200
444,439,105,5,1330732800
445,440,106,5,1338595200
446,441,107,4,1367020800
447,442,107,5,1385164800
448,443,107,5,1318377600
449,444,107,4,1361577600
450,24,107,5,1354492800
451,445,107,5,1368057600
452,446,107,5,1363046400
453,447,107,5,1355097600
454,448,107,5,1393977600
455,449,107,4,1227052800
456,450,107,4,1378857600
457,451,107,5,1357084800
458,452,107,5,1390089600
459,453,107,5,1225411200
460,454,107,5,1357344000
461,455,107,5,1381536000
462,456,107,5,1396224000
463,457,107,5,1375056000
464,458,107,5,1395964800
465,459,107,5,1320019200
466,460,107,5,1248739200
467,461,107,5,1389225600
468,462,107,5,1300147200
469,463,107,5,1351555200
470,464,107,2,1367971200
471,465,107,4,1387411200
472,466,107,5,1364256000
473,467,107,5,1358812800
474,468,107,5,1398038400
475,469,107,5,1335830400
476,470,107,5,1381622400
477,471,107,5,1370736000
478,472,107,5,1402012800
479,473,107,4,1372636800
480,474,107,5,1204070400
481,475,107,5,1358812800
482,476,107,5,1401494400
483,477,107,5,1393718400
484,478,107,5,1244160000
485,479,107,5,1404518400
486,480,107,5,1388448000
487,481,107,5,1393545600
488,482,107,5,1399852800
489,483,107,5,1402531200
490,484,107,5,1389657600
491,485,107,5,1351382400
492,486,107,4,1355011200
493,487,107,5,1300233600
494,488,107,5,1364428800
495,489,107,5,1389484800
496,46,107,5,1383091200
497,490,107,4,1381363200
498,491,107,4,1398816000
499,492,107,5,1374364800
500,493,107,5,1388707200
501,494,107,5,1356220800
502,495,107,5,1376611200
503,496,107,4,1373932800
504,497,107,5,1364688000
505,498,107,5,1373846400
506,499,107,5,1400889600
507,500,107,4,1385164800
508,501,107,5,1400112000
509,502,107,5,1378339200
510,503,107,4,1388448000
511,504,107,5,1363478400
512,505,107,5,1363996800
513,506,107,2,1384905600
514,507,107,4,1395014400
515,508,107,5,1386115200
516,509,107,5,1370044800
517,510,107,5,1335657600
518,511,107,4,1396310400
519,512,107,5,1394150400
520,513,107,5,1363478400
521,514,107,5,1317945600
522,515,107,4,1359936000
523,516,107,5,1367625600
524,517,107,5,1403568000
525,518,107,4,1371081600
526,519,107,5,1332288000
527,520,107,5,1307923200
528,521,107,4,1360886400
529,522,107,5,1386374400
530,523,107,5,1247443200
531,524,107,5,1361145600
532,525,107,5,1353369600
533,526,107,5,1398643200
534,527,107,4,1395100800
535,528,107,5,1371254400
536,529,107,5,1300147200
537,530,107,5,1246752000
538,531,107,4,1359590400
539,532,107,5,1402099200
540,533,107,5,1355270400
541,534,107,4,1317427200
542,535,107,5,1371945600
543,536,108,2,1377302400
544,537,108,5,1356048000
545,538,109,4,1381968000
546,539,110,5,1360022400
547,540,111,4,1398729600
548,541,111,2,1365120000
549,542,112,5,1356048000
550,543,112,2,1383782400
551,544,112,3,1362355200
552,545,113,5,1356912000
553,546,113,5,1365811200
554,547,114,5,1366675200
555,548,114,1,1358899200
556,549,115,4,1382227200
557,550,116,5,1342742400
558,551,117,3,1398124800
559,552,118,4,1359936000
560,553,118,2,1352160000
561,554,118,1,1352764800
562,555,119,5,1361404800
563,556,119,5,1373760000
564,557,120,2,1391212800
565,558,121,2,1314835200
566,559,122,3,1263859200
567,560,123,5,1398988800
568,561,123,5,1370995200
569,562,123,5,1388188800
570,563,123,4,1284768000
571,564,123,4,1388016000
572,565,123,5,1361318400
573,566,123,5,1399852800
574,567,123,5,1343692800
575,568,123,5,1396569600
576,569,123,3,1150243200
577,570,123,4,1357257600
578,571,123,5,1380844800
579,572,123,4,1199750400
580,573,123,4,1376352000
581,574,123,5,1404000000
582,575,123,5,1082419200
583,576,124,4,1010361600
584,577,124,5,1028592000
585,578,124,4,980726400
586,579,124,5,1007078400
587,580,124,5,969926400
588,581,124,5,989193600
589,582,124,5,1024358400
590,583,124,5,1016668800
591,584,124,3,980899200
592,585,124,5,1069459200
593,586,124,5,1039219200
594,587,124,5,1004227200
595,588,124,5,1003017600
596,589,124,3,1293840000
597,590,124,5,1009411200
598,591,124,5,1092960000
599,592,124,5,1026691200
600,593,124,2,984787200
601,594,124,4,1011657600
602,595,124,4,970444800
603,596,124,5,1004659200
604,597,124,4,1010102400
605,598,124,4,1037836800
606,599,124,1,1073865600
607,600,124,5,1012176000
608,601,124,5,1006646400
609,602,124,2,1002067200
610,603,124,5,988934400
611,604,124,4,1037664000
612,605,124,5,971136000
613,606,124,5,1012348800
614,607,124,5,1014336000
615,608,124,5,970012800
616,609,124,5,972259200
617,610,124,2,1071014400
618,611,124,4,992649600
619,612,124,5,1010102400
620,613,124,5,990316800
621,614,124,2,1006905600
622,615,124,5,1036454400
623,616,124,5,1002672000
624,617,124,5,978048000
625,618,124,1,1070668800
626,619,124,5,975369600
627,620,124,5,1004659200
628,621,124,5,1037836800
629,622,124,2,1014595200
630,580,125,5,969926400
631,623,125,5,1003190400
632,624,125,1,1232323200
633,625,125,4,1018828800
634,626,126,3,1168473600
635,627,126,2,1232150400
636,628,127,2,1336608000
637,629,127,4,969321600
638,630,127,5,1224633600
639,631,127,3,1230681600
640,632,127,5,1154217600
641,633,127,5,1352937600
642,634,127,5,989193600
643,635,127,4,971136000
644,636,127,3,1151280000
645,637,127,5,1163462400
646,638,127,5,1277078400
647,639,127,4,972691200
648,640,127,5,986947200
649,641,128,5,1002672000
650,642,128,5,1022112000
651,643,128,4,1043971200
652,644,128,5,986774400
653,645,128,5,1028592000
654,646,128,5,1037750400
655,647,128,5,1007164800
656,648,128,5,998870400
657,649,128,5,1036281600
658,650,128,3,1031011200
659,651,128,5,1044662400
660,652,128,3,1037664000
661,653,128,3,1022112000
662,654,128,5,999907200
663,655,128,5,1046044800
664,656,128,5,1004572800
665,657,128,5,1041292800
666,658,128,5,1012694400
667,659,128,4,1036368000
668,660,128,5,990057600
669,661,128,5,1012953600
670,662,128,4,1024185600
671,663,128,5,1010707200
672,664,128,5,970099200
673,665,128,5,1028678400
674,666,128,5,1000080000
675,667,128,3,1015372800
676,668,128,4,1009584000
677,669,128,5,1039392000
678,670,128,5,1045958400
679,671,128,5,1046304000
680,672,128,4,1014768000
681,673,128,4,1013472000
682,674,128,5,1033344000
683,675,128,2,1030060800
684,676,128,5,1029369600
685,677,128,3,1024531200
686,678,129,3,1231286400
687,679,130,4,1384128000
688,680,130,5,1390348800
689,681,130,5,1404950400
690,682,131,5,1256256000
691,683,131,5,1255564800
692,684,131,5,1317081600
693,685,131,5,1388275200
694,686,132,5,1131926400
695,687,132,5,1041120000
696,688,132,5,1178496000
697,689,132,5,1200009600
698,690,132,5,1090454400
699,691,132,5,1019174400
700,692,132,2,1115424000
701,693,132,5,1102377600
702,694,132,5,1237161600
703,695,132,5,1188518400
704,696,132,3,1245974400
705,697,132,5,1011657600
706,698,132,5,1011312000
707,699,132,4,1231372800
708,700,133,5,973123200
709,701,133,5,992217600
710,702,133,4,993686400
711,703,133,4,995414400
712,704,133,5,1002153600
713,705,133,5,993168000
714,706,133,5,978480000
715,707,133,5,1002585600
716,708,133,5,976665600
717,709,133,5,1015632000
718,710,133,5,1000339200
719,711,133,4,988156800
720,712,133,5,975628800
721,713,133,5,994291200
722,714,133,5,1005004800
723,715,133,5,994636800
724,716,133,5,972259200
725,717,133,5,1140825600
726,718,133,4,1004918400
727,719,133,5,994723200
728,720,133,5,982022400
729,721,133,5,976233600
730,722,134,4,1112572800
731,723,134,5,1387756800
732,724,134,5,1141862400
733,725,134,4,1193011200
734,726,134,4,1004832000
735,727,134,5,1144108800
736,728,134,5,1123545600
737,729,134,4,1275177600
738,730,134,4,1012780800
739,731,134,5,1141257600
740,732,134,3,1068076800
741,733,134,4,1124582400
742,579,134,5,1049500800
743,734,134,5,1092960000
744,735,134,5,1104105600
745,687,134,5,996537600
746,736,134,5,1101945600
747,737,134,4,1137542400
748,738,134,3,1231718400
749,739,134,5,1064361600
750,740,134,4,975715200
751,741,134,5,1150070400
752,742,134,5,1064880000
753,743,134,4,1026691200
754,744,134,4,1121904000
755,745,134,5,1273795200
756,746,134,5,1049068800
757,747,134,5,1137283200
758,748,134,5,1033344000
759,749,134,5,1052870400
760,750,134,5,1133654400
761,647,134,4,1012089600
762,751,134,5,1033948800
763,752,134,5,978998400
764,753,134,5,1083801600
765,754,134,5,1119139200
766,755,134,4,1010188800
767,756,134,5,1098230400
768,757,134,5,1025049600
769,758,134,5,1053043200
770,759,134,5,1032739200
771,760,134,4,1130198400
772,761,134,5,1128038400
773,762,134,4,1133827200
774,763,134,5,1131321600
775,764,134,4,1120608000
776,765,134,4,1103068800
777,766,134,5,1035244800
778,767,134,5,1144627200
779,768,134,5,966297600
780,769,134,2,992390400
781,770,134,2,1168300800
782,771,134,4,1066262400
783,772,134,4,1036454400
784,773,134,5,1101513600
785,710,134,5,1007596800
786,774,134,5,1149465600
787,775,134,5,1126137600
788,776,134,5,1100044800
789,777,134,5,1131062400
790,778,134,3,996019200
791,779,134,5,1217548800
792,780,134,5,996364800
793,781,134,5,1126742400
794,782,134,4,1149638400
795,783,134,5,1027296000
796,784,134,5,1184198400
797,785,134,5,1065830400
798,786,134,3,1046304000
799,787,134,5,1103760000
800,788,134,5,1041465600
801,789,134,5,1070064000
802,790,134,5,1052438400
803,791,134,3,1016928000
804,792,134,3,1356480000
805,658,134,3,1012608000
806,793,134,5,1014940800
807,794,134,5,1396137600
808,795,134,5,982454400
809,796,134,4,1168300800
810,797,134,4,1003190400
811,798,134,5,1051056000
812,799,134,5,1033776000
813,800,134,5,1065484800
814,801,134,5,1007337600
815,802,134,5,1205193600
816,803,134,4,1093478400
817,804,134,5,1116460800
818,665,134,4,1037059200
819,805,134,5,1150416000
820,806,134,2,1140825600
821,807,134,4,989712000
822,808,134,5,1100736000
823,809,134,5,1016496000
824,810,134,3,995414400
825,811,134,4,1015286400
826,812,134,4,993427200
827,813,134,4,1014595200
828,814,134,5,1140652800
829,815,134,5,1140307200
830,816,134,5,1149379200
831,817,134,5,965347200
832,818,134,5,1028678400
833,819,134,2,1065398400
834,820,134,5,972000000
835,821,134,5,1034121600
836,822,134,4,1037059200
837,823,134,4,994291200
838,716,134,5,972172800
839,824,134,4,1054598400
840,825,134,5,1078876800
841,826,134,5,1050364800
842,827,134,5,1341360000
843,828,134,5,1002585600
844,829,134,2,1133481600
845,830,134,5,1047686400
846,831,134,5,1036281600
847,832,134,5,996105600
848,833,134,3,1006387200
849,834,134,4,1013904000
850,835,134,5,1090972800
851,678,134,5,1275004800
852,836,134,5,1048118400
853,837,134,5,1034726400
854,838,134,5,1035331200
855,839,134,5,1020038400
856,840,134,5,1040947200
857,841,134,4,1046217600
858,842,134,5,1035072000
859,843,134,5,1124841600
860,844,134,4,1170201600
861,845,134,4,1100649600
862,846,134,5,996192000
863,847,135,5,1373500800
864,848,135,5,1277856000
865,849,135,5,1389398400
866,850,136,5,1328313600
867,851,136,5,1324166400
868,852,136,5,1242604800
869,853,136,5,1384732800
870,854,136,5,1372118400
871,855,136,5,1245369600
872,856,136,5,1370995200
873,857,136,5,1289001600
874,858,136,5,1247702400
875,859,136,5,1395964800
876,860,136,5,1399593600
877,861,136,5,1390262400
878,862,137,5,1124928000
879,863,137,5,1161043200
880,864,137,3,1389830400
881,865,137,5,1216857600
882,866,137,4,1158710400
883,867,137,4,1005004800
884,868,137,1,1272412800
885,869,137,5,1391904000
886,870,137,5,1259971200
887,871,137,5,998784000
888,872,137,5,1400371200
889,873,137,5,1196208000
890,874,137,5,970099200
891,875,137,5,1231718400
892,876,137,1,1266364800
893,877,137,5,966297600
894,878,137,5,974592000
895,879,137,5,974419200
896,880,137,5,987552000
897,881,137,5,1004745600
898,882,137,5,989020800
899,883,137,5,1263686400
900,884,137,5,1011398400
901,812,137,5,993427200
902,885,137,5,1216425600
903,886,137,5,1162598400
904,887,137,5,978566400
905,888,137,5,968457600
906,889,137,5,1262217600
907,890,137,5,970617600
908,891,137,5,1305072000
909,892,137,4,970963200
910,893,137,4,1319760000
911,894,137,5,1251417600
912,895,137,5,967852800
913,896,137,1,1229904000
914,897,137,5,989193600
915,898,137,5,1182643200
916,899,138,5,991526400
917,900,138,2,1337385600
918,901,138,5,996796800
919,902,138,5,993340800
920,903,138,5,1197936000
921,904,138,5,986947200
922,905,138,4,990489600
923,906,138,5,976752000
924,907,138,5,971740800
925,908,138,5,1240272000
926,909,138,5,974764800
927,910,139,1,1209600000
928,911,139,1,1182124800
929,912,139,1,984614400
930,913,140,2,1216857600
931,914,140,5,1389571200
932,915,140,1,989539200
933,916,140,5,975974400
934,890,140,5,986256000
935,917,141,4,1219708800
936,704,141,5,1002499200
937,580,141,3,984268800
938,918,141,1,980380800
939,919,141,4,1158019200
940,920,141,5,1250812800
941,871,141,3,998784000
942,921,141,4,975196800
943,922,141,5,980812800
944,923,141,5,1046217600
945,924,141,3,973814400
946,925,141,5,1156377600
947,926,141,5,1184371200
948,927,141,3,981504000
949,928,141,5,974505600
950,929,141,5,992649600
951,930,141,5,972086400
952,887,141,2,978480000
953,931,141,5,970790400
954,890,141,5,986256000
955,932,141,5,991008000
956,933,141,5,976924800
957,934,141,5,1217203200
958,935,141,4,991612800
959,897,141,4,989193600
960,936,142,2,977961600
961,937,142,2,970358400
962,938,143,5,1007164800
963,726,143,2,1004832000
964,939,143,5,1398297600
965,940,143,5,1354838400
966,704,143,3,1128729600
967,941,143,4,1325203200
968,942,143,4,1404086400
969,943,143,3,1388707200
970,944,143,4,1047254400
971,945,143,4,1362096000
972,946,143,4,1361404800
973,947,143,4,1400889600
974,948,143,2,1395792000
975,949,143,4,1359936000
976,950,143,5,1302739200
977,951,143,5,1396656000
978,952,143,5,1369872000
979,953,143,4,1140480000
980,954,143,5,1367193600
981,955,143,5,1303171200
982,956,143,2,1252022400
983,957,143,4,1370390400
984,958,143,5,1365552000
985,959,143,3,1401408000
986,960,143,5,1364256000
987,961,143,4,1381881600
988,962,143,5,1358035200
989,963,143,5,1364083200
990,964,143,4,1403568000
991,965,143,5,1402444800
992,966,143,3,1135728000
993,967,143,3,974419200
994,968,143,5,1386633600
995,969,143,3,1330387200
996,970,143,5,1374624000
997,971,143,5,1373414400
998,972,143,5,1389571200
999,973,143,4,1262822400
1000,974,143,3,1056153600
1001,975,143,5,1389225600
1002,976,143,5,1360972800
1003,977,143,5,1320624000
1004,978,143,5,1371168000
1005,979,143,5,1373673600
1006,980,143,5,1142726400
1007,981,143,3,1356048000
1008,982,143,5,1357689600
1009,983,143,5,1193875200
1010,984,143,5,1367971200
1011,985,143,2,1302134400
1012,986,143,5,1366156800
1013,987,143,5,1399507200
1014,988,143,5,1363651200
1015,989,143,3,1357430400
1016,990,143,5,1357689600
1017,991,143,5,1395273600
1018,992,143,5,1310083200
1019,993,143,5,1360195200
1020,994,143,5,1366156800
1021,995,143,5,978912000
1022,996,143,5,1292976000
1023,997,143,4,1370217600
1024,998,143,4,1360022400
1025,999,143,4,1189814400
1026,1000,143,3,1360540800
1027,1001,143,5,1388275200
1028,1002,143,1,1361232000
1029,1003,143,5,1319673600
1030,1004,144,4,1090886400
1031,1005,144,3,1094169600
1032,1006,144,5,1361577600
1033,1007,144,2,1370995200
1034,1008,144,5,1085961600
1035,1009,144,4,1094169600
1036,1010,144,5,1053734400
1037,1011,144,4,1228435200
1038,1012,144,4,1076112000
1039,1013,144,5,1290038400
1040,1014,144,3,1141084800
1041,1015,144,3,1099612800
1042,1016,144,5,1309651200
1043,1017,144,3,1311465600
1044,1018,144,2,1354233600
1045,1019,144,4,1102204800
1046,1020,144,2,1133913600
1047,1021,145,3,1321833600
1048,1022,145,4,972777600
1049,635,145,3,969926400
1050,1023,145,4,1245456000
1051,1024,145,3,975974400
1052,1025,146,5,1390089600
1053,1026,146,2,1401408000
1054,1027,146,4,1366243200
1055,1028,146,4,1401235200
1056,1029,146,4,1404777600
1057,1030,147,5,1398297600
1058,1031,147,5,1313107200
1059,1032,147,5,1194220800
1060,1033,147,5,1354060800
1061,1034,147,5,1288569600
1062,1035,147,4,1303862400
1063,1036,147,5,1250467200
1064,1037,147,5,1259107200
1065,1038,147,5,1287792000
1066,1039,147,5,1233792000
1067,1040,148,5,1399161600
1068,1041,148,5,1385337600
1069,1042,148,5,1281398400
1070,1043,148,5,1281398400
1071,1044,148,5,1398816000
1072,1045,148,5,1246838400
1073,1046,148,5,1283990400
